identifier1	identifier2	lemma	mean_disagreement_cleaned	judgments
modern_corpus_spanish-293376-609	old_corpus_spanish-395151-63	actitud	0.0	[4, 4]
modern_corpus_spanish-293376-609	old_corpus_spanish-357435-694	actitud	2.0	[4, 2]
modern_corpus_spanish-374189-403	old_corpus_spanish-383105-569	actitud	1.3333333333333333	[2, 3, 1]
old_corpus_spanish-256514-375	old_corpus_spanish-513316-301	actitud	1.0	[4, 3]
old_corpus_spanish-256514-375	old_corpus_spanish-469520-221	actitud	1.0	[3, 4]
old_corpus_spanish-256514-375	old_corpus_spanish-383105-569	actitud	0.0	[4, 4]
old_corpus_spanish-256514-375	old_corpus_spanish-33462-365	actitud	0.6666666666666666	[4, 3, 4]
modern_corpus_spanish-293376-609	old_corpus_spanish-344792-969	actitud	1.6666666666666667	[4, 4, 3, 1]
modern_corpus_spanish-293376-609	old_corpus_spanish-239319-301	actitud	1.3333333333333333	[4, 2, 2]
modern_corpus_spanish-293376-609	old_corpus_spanish-238395-699	actitud	1.0	[3, 2]
old_corpus_spanish-256514-375	old_corpus_spanish-472691-449	actitud	1.0	[3, 4]
old_corpus_spanish-33462-365	old_corpus_spanish-497345-703	actitud	0.6666666666666666	[3, 4, 4]
modern_corpus_spanish-668379-731	old_corpus_spanish-18093-905	actitud	1.0	[2, 1]
modern_corpus_spanish-668379-731	old_corpus_spanish-256514-375	actitud	1.3333333333333333	[3, 3, 1]
modern_corpus_spanish-712918-725	old_corpus_spanish-238395-699	actitud	3.0	[4, 1]
modern_corpus_spanish-712918-725	old_corpus_spanish-239319-301	actitud	1.3333333333333333	[3, 1, 1]
modern_corpus_spanish-712918-725	old_corpus_spanish-383105-569	actitud	2.0	[3, 1]
modern_corpus_spanish-712918-725	old_corpus_spanish-469520-221	actitud	2.0	[3, 1]
modern_corpus_spanish-712918-725	old_corpus_spanish-472691-449	actitud	2.0	[3, 1]
modern_corpus_spanish-56183-657	old_corpus_spanish-469520-221	actitud	1.0	[3, 4]
modern_corpus_spanish-668379-731	old_corpus_spanish-213099-525	actitud	1.3333333333333333	[3, 2, 1]
modern_corpus_spanish-334692-449	old_corpus_spanish-383105-569	actitud	2.0	[3, 1]
modern_corpus_spanish-56183-657	old_corpus_spanish-18093-905	actitud	0.0	[2, 2]
modern_corpus_spanish-56183-657	old_corpus_spanish-121638-213	actitud	2.0	[2, 4]
modern_corpus_spanish-56183-657	modern_corpus_spanish-704393-535	actitud	0.0	[3, 3]
modern_corpus_spanish-56183-657	modern_corpus_spanish-56973-657	actitud	1.0	[3, 4]
modern_corpus_spanish-668379-731	old_corpus_spanish-497345-703	actitud	1.3333333333333333	[3, 1, 1]
modern_corpus_spanish-668379-731	old_corpus_spanish-307259-590	actitud	1.0	[4, 3]
modern_corpus_spanish-56183-657	old_corpus_spanish-239319-301	actitud	2.0	[4, 2]
modern_corpus_spanish-56183-657	old_corpus_spanish-33462-365	actitud	1.0	[3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-238395-699	actitud	1.0	[3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-76588-305	actitud	1.0	[4, 3]
modern_corpus_spanish-378422-887	old_corpus_spanish-307259-590	actitud	2.0	[3, 1]
modern_corpus_spanish-236756-549	old_corpus_spanish-497345-703	actitud	0.0	[1, 1]
modern_corpus_spanish-236756-549	old_corpus_spanish-472691-449	actitud	2.0	[4, 2]
modern_corpus_spanish-236756-549	old_corpus_spanish-469520-221	actitud	1.0	[3, 2]
modern_corpus_spanish-236756-549	old_corpus_spanish-370834-473	actitud	2.0	[3, 1]
modern_corpus_spanish-236756-549	old_corpus_spanish-33462-365	actitud	3.0	[4, 1]
modern_corpus_spanish-378422-887	old_corpus_spanish-370834-473	actitud	1.0	[2, 1]
modern_corpus_spanish-236756-549	old_corpus_spanish-256514-375	actitud	0.6666666666666666	[2, 1, 2]
modern_corpus_spanish-236756-549	old_corpus_spanish-18093-905	actitud	0.6666666666666666	[2, 3, 2]
modern_corpus_spanish-236756-549	modern_corpus_spanish-854498-421	actitud	0.0	[2, 2]
modern_corpus_spanish-236756-549	modern_corpus_spanish-56183-657	actitud	0.0	[4, 4, 4]
modern_corpus_spanish-236756-549	modern_corpus_spanish-504951-267	actitud	0.0	[4, 4]
modern_corpus_spanish-236756-549	modern_corpus_spanish-334692-449	actitud	1.0	[3, 2]
modern_corpus_spanish-378422-887	old_corpus_spanish-300330-572	actitud	1.3333333333333333	[4, 4, 2]
modern_corpus_spanish-236756-549	old_corpus_spanish-238395-699	actitud	0.0	[2, 2]
modern_corpus_spanish-378422-887	old_corpus_spanish-121638-213	actitud	0.0	[1, 1]
old_corpus_spanish-18093-905	old_corpus_spanish-201934-304	actitud	1.0	[3, 2]
old_corpus_spanish-18093-905	old_corpus_spanish-395151-63	actitud	1.0	[3, 4]
modern_corpus_spanish-854498-421	old_corpus_spanish-76588-305	actitud	1.3333333333333333	[2, 4, 3]
modern_corpus_spanish-532602-469	old_corpus_spanish-357435-694	actitud	0.0	[2, 2]
modern_corpus_spanish-532602-469	old_corpus_spanish-307259-590	actitud	1.0	[4, 3]
modern_corpus_spanish-334692-449	old_corpus_spanish-76588-305	actitud	0.0	[2, 2]
modern_corpus_spanish-532602-469	modern_corpus_spanish-704393-535	actitud	0.0	[4, 4, 4]
modern_corpus_spanish-532602-469	modern_corpus_spanish-672315-135	actitud	1.0	[4, 3]
old_corpus_spanish-18093-905	old_corpus_spanish-256514-375	actitud	0.0	[4, 4]
old_corpus_spanish-383105-569	old_corpus_spanish-469520-221	actitud	1.0	[3, 4]
old_corpus_spanish-357435-694	old_corpus_spanish-383105-569	actitud	2.0	[3, 1]
old_corpus_spanish-357435-694	old_corpus_spanish-395151-63	actitud	0.0	[4, 4]
old_corpus_spanish-357435-694	old_corpus_spanish-469520-221	actitud	0.0	[4, 4]
modern_corpus_spanish-378422-887	old_corpus_spanish-513316-301	actitud	0.0	[1, 1]
modern_corpus_spanish-378422-887	old_corpus_spanish-469520-221	actitud	2.0	[2, 4]
old_corpus_spanish-18093-905	old_corpus_spanish-76588-305	actitud	1.0	[3, 4]
old_corpus_spanish-357435-694	old_corpus_spanish-370834-473	actitud	3.0	[1, 4]
modern_corpus_spanish-378422-887	modern_corpus_spanish-672315-135	actitud	0.0	[3, 3]
modern_corpus_spanish-378422-887	modern_corpus_spanish-668379-731	actitud	1.0	[4, 3]
modern_corpus_spanish-504951-267	old_corpus_spanish-76588-305	actitud	3.0	[4, 1]
old_corpus_spanish-121638-213	old_corpus_spanish-357435-694	actitud	2.0	[1, 3]
old_corpus_spanish-121638-213	old_corpus_spanish-370834-473	actitud	2.0	[2, 4]
old_corpus_spanish-121638-213	old_corpus_spanish-383105-569	actitud	2.0	[2, 4]
old_corpus_spanish-121638-213	old_corpus_spanish-497345-703	actitud	0.0	[4, 4]
old_corpus_spanish-121638-213	old_corpus_spanish-513316-301	actitud	1.0	[3, 4]
modern_corpus_spanish-374189-403	modern_corpus_spanish-378422-887	actitud	0.0	[4, 4]
old_corpus_spanish-121638-213	old_corpus_spanish-344792-969	actitud	1.0	[3, 4]
modern_corpus_spanish-374189-403	modern_corpus_spanish-668379-731	actitud	1.0	[3, 4]
modern_corpus_spanish-374189-403	old_corpus_spanish-307259-590	actitud	3.0	[4, 1]
modern_corpus_spanish-374189-403	old_corpus_spanish-344792-969	actitud	1.0	[2, 1]
old_corpus_spanish-370834-473	old_corpus_spanish-395151-63	actitud	0.6666666666666666	[3, 3, 4]
old_corpus_spanish-370834-473	old_corpus_spanish-472691-449	actitud	1.0	[3, 4]
old_corpus_spanish-370834-473	old_corpus_spanish-497345-703	actitud	2.0	[2, 4]
modern_corpus_spanish-374189-403	old_corpus_spanish-357435-694	actitud	0.6666666666666666	[2, 3, 3]
modern_corpus_spanish-374189-403	old_corpus_spanish-121638-213	actitud	2.0	[3, 1]
old_corpus_spanish-121638-213	old_corpus_spanish-238395-699	actitud	0.0	[4, 4]
modern_corpus_spanish-504951-267	modern_corpus_spanish-658926-651	actitud	2.0	[2, 4]
modern_corpus_spanish-504951-267	modern_corpus_spanish-668379-731	actitud	0.0	[4, 4, 4, 4]
modern_corpus_spanish-504951-267	old_corpus_spanish-513316-301	actitud	1.0	[2, 1]
modern_corpus_spanish-504951-267	old_corpus_spanish-395151-63	actitud	2.0	[2, 4, 1]
modern_corpus_spanish-504951-267	old_corpus_spanish-370834-473	actitud	1.0	[2, 1]
modern_corpus_spanish-378422-887	modern_corpus_spanish-56973-657	actitud	0.0	[4, 4]
modern_corpus_spanish-378422-887	modern_corpus_spanish-56183-657	actitud	0.6666666666666666	[3, 4, 3]
modern_corpus_spanish-378422-887	modern_corpus_spanish-532602-469	actitud	0.0	[4, 4]
modern_corpus_spanish-504951-267	old_corpus_spanish-357435-694	actitud	2.0	[4, 2]
modern_corpus_spanish-504951-267	old_corpus_spanish-33462-365	actitud	2.0	[3, 1]
modern_corpus_spanish-504951-267	old_corpus_spanish-307259-590	actitud	1.0	[2, 1]
modern_corpus_spanish-504951-267	old_corpus_spanish-256514-375	actitud	2.0	[3, 1]
modern_corpus_spanish-504951-267	old_corpus_spanish-238395-699	actitud	1.0	[2, 1]
modern_corpus_spanish-504951-267	old_corpus_spanish-213099-525	actitud	1.3333333333333333	[3, 3, 1]
modern_corpus_spanish-378422-887	modern_corpus_spanish-504951-267	actitud	0.0	[3, 3]
modern_corpus_spanish-504951-267	old_corpus_spanish-201934-304	actitud	1.0	[4, 3]
modern_corpus_spanish-504951-267	old_corpus_spanish-121638-213	actitud	2.0	[3, 1]
modern_corpus_spanish-854498-421	old_corpus_spanish-472691-449	actitud	1.0	[1, 2]
modern_corpus_spanish-854498-421	old_corpus_spanish-307259-590	actitud	1.0	[2, 1]
modern_corpus_spanish-532602-469	old_corpus_spanish-201934-304	actitud	1.0	[4, 3]
modern_corpus_spanish-854498-421	old_corpus_spanish-201934-304	actitud	1.0	[4, 3]
old_corpus_spanish-344792-969	old_corpus_spanish-370834-473	actitud	2.0	[2, 4]
old_corpus_spanish-344792-969	old_corpus_spanish-395151-63	actitud	0.0	[4, 4]
old_corpus_spanish-344792-969	old_corpus_spanish-513316-301	actitud	0.0	[4, 4]
old_corpus_spanish-395151-63	old_corpus_spanish-469520-221	actitud	0.0	[4, 4]
modern_corpus_spanish-658926-651	old_corpus_spanish-76588-305	actitud	2.0	[4, 2]
modern_corpus_spanish-658926-651	old_corpus_spanish-513316-301	actitud	2.0	[3, 1]
modern_corpus_spanish-155141-1071	modern_corpus_spanish-236756-549	actitud	0.0	[3, 3]
modern_corpus_spanish-658926-651	old_corpus_spanish-357435-694	actitud	1.0	[4, 3]
old_corpus_spanish-201934-304	old_corpus_spanish-513316-301	actitud	1.0	[4, 0, 3]
old_corpus_spanish-201934-304	old_corpus_spanish-395151-63	actitud	1.0	[2, 3]
old_corpus_spanish-201934-304	old_corpus_spanish-370834-473	actitud	0.6666666666666666	[3, 3, 4]
modern_corpus_spanish-854498-421	old_corpus_spanish-238395-699	actitud	0.6666666666666666	[2, 1, 1]
old_corpus_spanish-201934-304	old_corpus_spanish-300330-572	actitud	0.0	[4, 4]
old_corpus_spanish-201934-304	old_corpus_spanish-239319-301	actitud	2.0	[2, 4]
modern_corpus_spanish-658926-651	old_corpus_spanish-300330-572	actitud	1.0	[2, 1]
modern_corpus_spanish-155141-1071	modern_corpus_spanish-293376-609	actitud	0.0	[4, 4]
modern_corpus_spanish-155141-1071	modern_corpus_spanish-334692-449	actitud	0.6666666666666666	[4, 3, 4, 3]
modern_corpus_spanish-155141-1071	modern_corpus_spanish-504951-267	actitud	1.0	[4, 3]
old_corpus_spanish-213099-525	old_corpus_spanish-472691-449	actitud	0.0	[3, 3]
old_corpus_spanish-213099-525	old_corpus_spanish-469520-221	actitud	1.0	[3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-395151-63	actitud	1.0	[3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-383105-569	actitud	0.0	[4, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-370834-473	actitud	0.6666666666666666	[4, 3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-344792-969	actitud	0.6666666666666666	[3, 3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-33462-365	actitud	0.6666666666666666	[4, 3, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-256514-375	actitud	0.0	[4, 4]
old_corpus_spanish-213099-525	old_corpus_spanish-239319-301	actitud	0.6666666666666666	[4, 3, 4]
modern_corpus_spanish-672315-135	old_corpus_spanish-76588-305	actitud	2.0	[3, 1]
modern_corpus_spanish-155141-1071	old_corpus_spanish-513316-301	actitud	1.0	[2, 1]
modern_corpus_spanish-155141-1071	old_corpus_spanish-383105-569	actitud	2.0	[2, 4]
modern_corpus_spanish-155141-1071	old_corpus_spanish-256514-375	actitud	0.0	[1, 1]
modern_corpus_spanish-155141-1071	old_corpus_spanish-18093-905	actitud	0.0	[2, 2]
modern_corpus_spanish-155141-1071	modern_corpus_spanish-658926-651	actitud	0.0	[3, 3]
modern_corpus_spanish-658926-651	old_corpus_spanish-213099-525	actitud	1.3333333333333333	[2, 3, 1]
modern_corpus_spanish-658926-651	modern_corpus_spanish-854498-421	actitud	0.6666666666666666	[4, 4, 3]
old_corpus_spanish-201934-304	old_corpus_spanish-33462-365	actitud	0.6666666666666666	[3, 2, 3]
modern_corpus_spanish-109472-549	old_corpus_spanish-469520-221	actitud	2.0	[3, 4, 1]
modern_corpus_spanish-854498-421	old_corpus_spanish-18093-905	actitud	1.0	[2, 1]
modern_corpus_spanish-109472-549	old_corpus_spanish-76588-305	actitud	1.0	[4, 3]
modern_corpus_spanish-109472-549	old_corpus_spanish-344792-969	actitud	2.0	[2, 4]
modern_corpus_spanish-109472-549	old_corpus_spanish-307259-590	actitud	1.0	[2, 1]
modern_corpus_spanish-109472-549	modern_corpus_spanish-712918-725	actitud	2.0	[4, 2]
modern_corpus_spanish-109472-549	modern_corpus_spanish-668379-731	actitud	2.0	[2, 4]
modern_corpus_spanish-109472-549	modern_corpus_spanish-39873-611	actitud	0.0	[3, 3]
modern_corpus_spanish-109472-549	old_corpus_spanish-513316-301	actitud	0.0	[2, 2, 0]
modern_corpus_spanish-109472-549	old_corpus_spanish-395151-63	actitud	0.0	[4, 4]
modern_corpus_spanish-658926-651	modern_corpus_spanish-668379-731	actitud	0.0	[4, 4]
modern_corpus_spanish-109472-549	old_corpus_spanish-497345-703	actitud	0.0	[1, 1]
modern_corpus_spanish-658926-651	modern_corpus_spanish-704393-535	actitud	0.0	[3, 3]
modern_corpus_spanish-109472-549	modern_corpus_spanish-155141-1071	actitud	0.0	[4, 4]
modern_corpus_spanish-854498-421	old_corpus_spanish-121638-213	actitud	0.6666666666666666	[2, 2, 1, 1]
modern_corpus_spanish-148649-488	modern_corpus_spanish-354705-2629	adelante	2.0	[4, 2]
old_corpus_spanish-344157-617	old_corpus_spanish-349336-206	adelante	1.3333333333333333	[3, 1, 3]
old_corpus_spanish-344157-617	old_corpus_spanish-399073-67	adelante	2.0	[1, 3]
old_corpus_spanish-399073-67	old_corpus_spanish-73194-588	adelante	1.3333333333333333	[3, 1, 2]
modern_corpus_spanish-148649-488	modern_corpus_spanish-704437-1144	adelante	0.0	[4, 4]
old_corpus_spanish-349336-206	old_corpus_spanish-610193-224	adelante	2.0	[3, 1]
old_corpus_spanish-362145-243	old_corpus_spanish-592587-910	adelante	2.0	[4, 1, 3]
modern_corpus_spanish-148649-488	old_corpus_spanish-271840-35	adelante	1.0	[1, 2]
old_corpus_spanish-399073-67	old_corpus_spanish-641497-317	adelante	1.0	[4, 3]
old_corpus_spanish-349336-206	old_corpus_spanish-592587-910	adelante	1.0	[1, 2]
modern_corpus_spanish-650998-634	modern_corpus_spanish-698253-533	adelante	0.0	[4, 4]
modern_corpus_spanish-333223-770	modern_corpus_spanish-737135-466	adelante	1.0	[2, 3]
modern_corpus_spanish-159444-770	old_corpus_spanish-592587-910	adelante	1.0	[4, 3]
modern_corpus_spanish-159444-770	old_corpus_spanish-588096-339	adelante	2.0	[4, 1, 2]
modern_corpus_spanish-159444-770	old_corpus_spanish-399073-67	adelante	1.3333333333333333	[3, 4, 2]
modern_corpus_spanish-650998-634	modern_corpus_spanish-875965-192	adelante	3.0	[4, 1]
modern_corpus_spanish-650998-634	old_corpus_spanish-31101-33	adelante	0.0	[1, 1]
old_corpus_spanish-362145-243	old_corpus_spanish-583893-596	adelante	0.0	[3, 3]
old_corpus_spanish-399073-67	old_corpus_spanish-592587-910	adelante	1.0	[3, 4]
modern_corpus_spanish-159444-770	modern_corpus_spanish-896442-356	adelante	0.0	[4, 4]
old_corpus_spanish-344157-617	old_corpus_spanish-83916-702	adelante	0.0	[4, 4]
modern_corpus_spanish-159444-770	modern_corpus_spanish-893759-234	adelante	1.0	[3, 2]
modern_corpus_spanish-159444-770	modern_corpus_spanish-248871-820	adelante	0.0	[2, 2]
modern_corpus_spanish-669671-474	modern_corpus_spanish-809190-196	adelante	1.0	[2, 3]
modern_corpus_spanish-669671-474	old_corpus_spanish-362145-243	adelante	2.0	[4, 2]
modern_corpus_spanish-159444-770	modern_corpus_spanish-240227-513	adelante	0.0	[3, 3]
modern_corpus_spanish-650998-634	old_corpus_spanish-641497-317	adelante	0.0	[1, 1]
modern_corpus_spanish-354705-2629	modern_corpus_spanish-704437-1144	adelante	1.3333333333333333	[3, 1, 1]
modern_corpus_spanish-354705-2629	modern_corpus_spanish-765718-1088	adelante	0.0	[2, 2]
modern_corpus_spanish-650998-634	old_corpus_spanish-588096-339	adelante	0.6666666666666666	[3, 2, 3]
modern_corpus_spanish-650998-634	old_corpus_spanish-583893-596	adelante	0.6666666666666666	[3, 4, 3]
modern_corpus_spanish-650998-634	old_corpus_spanish-362145-243	adelante	1.4	[3, 2, 4, 1, 3]
old_corpus_spanish-344157-617	old_corpus_spanish-504033-91	adelante	1.0	[4, 3]
modern_corpus_spanish-354705-2629	old_corpus_spanish-362145-243	adelante	2.0	[3, 1]
modern_corpus_spanish-354705-2629	old_corpus_spanish-641497-317	adelante	2.0	[1, 3]
old_corpus_spanish-362145-243	old_corpus_spanish-399073-67	adelante	0.0	[3, 3]
modern_corpus_spanish-333223-770	old_corpus_spanish-31101-33	adelante	1.0	[1, 2]
modern_corpus_spanish-669671-474	old_corpus_spanish-610193-224	adelante	3.0	[4, 1]
modern_corpus_spanish-669671-474	old_corpus_spanish-641497-317	adelante	0.0	[2, 2]
modern_corpus_spanish-333223-770	old_corpus_spanish-641497-317	adelante	0.0	[1, 1]
modern_corpus_spanish-354705-2629	modern_corpus_spanish-650998-634	adelante	1.0	[3, 2]
modern_corpus_spanish-354705-2629	modern_corpus_spanish-474947-570	adelante	0.0	[4, 4]
modern_corpus_spanish-159444-770	old_corpus_spanish-344157-617	adelante	1.0	[2, 1]
modern_corpus_spanish-159444-770	old_corpus_spanish-362145-243	adelante	2.0	[3, 1]
modern_corpus_spanish-148649-488	modern_corpus_spanish-240227-513	adelante	0.0	[3, 3]
modern_corpus_spanish-354705-2629	old_corpus_spanish-399073-67	adelante	0.0	[2, 2]
old_corpus_spanish-322609-254	old_corpus_spanish-349336-206	adelante	1.0	[4, 3]
modern_corpus_spanish-474947-570	old_corpus_spanish-641497-317	adelante	1.0	[3, 2]
modern_corpus_spanish-67769-468	modern_corpus_spanish-765718-1088	adelante	0.0	[3, 3]
modern_corpus_spanish-240227-513	old_corpus_spanish-610193-224	adelante	1.0	[1, 2]
modern_corpus_spanish-240227-513	old_corpus_spanish-83916-702	adelante	0.0	[3, 3]
old_corpus_spanish-610193-224	old_corpus_spanish-73194-588	adelante	2.0	[1, 3]
modern_corpus_spanish-875965-192	old_corpus_spanish-672525-83	adelante	2.0	[1, 3]
modern_corpus_spanish-248871-820	modern_corpus_spanish-333223-770	adelante	1.3333333333333333	[3, 1, 2]
modern_corpus_spanish-248871-820	modern_corpus_spanish-893759-234	adelante	0.0	[4, 4]
modern_corpus_spanish-248871-820	old_corpus_spanish-185426-834	adelante	3.0	[4, 1]
modern_corpus_spanish-248871-820	old_corpus_spanish-250126-391	adelante	1.0	[3, 2]
modern_corpus_spanish-248871-820	old_corpus_spanish-344157-617	adelante	1.0	[4, 3]
old_corpus_spanish-592587-910	old_corpus_spanish-610193-224	adelante	0.0	[1, 1]
modern_corpus_spanish-248871-820	old_corpus_spanish-610193-224	adelante	1.0	[2, 3]
modern_corpus_spanish-248871-820	old_corpus_spanish-672525-83	adelante	1.3333333333333333	[3, 2, 1]
old_corpus_spanish-588096-339	old_corpus_spanish-610193-224	adelante	2.0	[3, 1]
old_corpus_spanish-583893-596	old_corpus_spanish-83916-702	adelante	1.0	[2, 1]
old_corpus_spanish-583893-596	old_corpus_spanish-672525-83	adelante	1.0	[4, 3]
old_corpus_spanish-583893-596	old_corpus_spanish-588096-339	adelante	2.0	[3, 1]
modern_corpus_spanish-67769-468	modern_corpus_spanish-698253-533	adelante	2.0	[1, 3]
