identifier1	identifier2	lemma
modern_corpus_spanish-704393-535	old_corpus_spanish-357435-694	actitud
modern_corpus_spanish-704393-535	old_corpus_spanish-383105-569	actitud
modern_corpus_spanish-704393-535	old_corpus_spanish-395151-63	actitud
modern_corpus_spanish-672315-135	old_corpus_spanish-201934-304	actitud
modern_corpus_spanish-704393-535	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-39873-611	modern_corpus_spanish-854498-421	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-18093-905	actitud
modern_corpus_spanish-672315-135	old_corpus_spanish-370834-473	actitud
modern_corpus_spanish-56973-657	old_corpus_spanish-395151-63	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-383105-569	actitud
modern_corpus_spanish-56973-657	old_corpus_spanish-239319-301	actitud
modern_corpus_spanish-56973-657	old_corpus_spanish-213099-525	actitud
modern_corpus_spanish-56973-657	old_corpus_spanish-121638-213	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-121638-213	actitud
modern_corpus_spanish-56973-657	modern_corpus_spanish-854498-421	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-300330-572	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-256514-375	actitud
old_corpus_spanish-469520-221	old_corpus_spanish-472691-449	actitud
old_corpus_spanish-469520-221	old_corpus_spanish-497345-703	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-238395-699	actitud
modern_corpus_spanish-39873-611	old_corpus_spanish-344792-969	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-121638-213	actitud
old_corpus_spanish-33462-365	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-712918-725	old_corpus_spanish-201934-304	actitud
modern_corpus_spanish-668379-731	old_corpus_spanish-121638-213	actitud
modern_corpus_spanish-668379-731	modern_corpus_spanish-672315-135	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-395151-63	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-357435-694	actitud
modern_corpus_spanish-374189-403	old_corpus_spanish-383105-569	actitud
old_corpus_spanish-256514-375	old_corpus_spanish-513316-301	actitud
old_corpus_spanish-256514-375	old_corpus_spanish-469520-221	actitud
old_corpus_spanish-256514-375	old_corpus_spanish-383105-569	actitud
old_corpus_spanish-256514-375	old_corpus_spanish-33462-365	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-344792-969	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-239319-301	actitud
modern_corpus_spanish-293376-609	old_corpus_spanish-238395-699	actitud
old_corpus_spanish-256514-375	old_corpus_spanish-472691-449	actitud
old_corpus_spanish-33462-365	old_corpus_spanish-497345-703	actitud
modern_corpus_spanish-668379-731	old_corpus_spanish-18093-905	actitud
modern_corpus_spanish-668379-731	old_corpus_spanish-256514-375	actitud
modern_corpus_spanish-712918-725	old_corpus_spanish-238395-699	actitud
modern_corpus_spanish-712918-725	old_corpus_spanish-239319-301	actitud
modern_corpus_spanish-712918-725	old_corpus_spanish-383105-569	actitud
modern_corpus_spanish-712918-725	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-712918-725	old_corpus_spanish-472691-449	actitud
modern_corpus_spanish-56183-657	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-668379-731	old_corpus_spanish-213099-525	actitud
modern_corpus_spanish-334692-449	old_corpus_spanish-383105-569	actitud
modern_corpus_spanish-56183-657	old_corpus_spanish-18093-905	actitud
modern_corpus_spanish-56183-657	old_corpus_spanish-121638-213	actitud
modern_corpus_spanish-56183-657	modern_corpus_spanish-704393-535	actitud
modern_corpus_spanish-56183-657	modern_corpus_spanish-56973-657	actitud
modern_corpus_spanish-668379-731	old_corpus_spanish-497345-703	actitud
modern_corpus_spanish-668379-731	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-56183-657	old_corpus_spanish-239319-301	actitud
modern_corpus_spanish-56183-657	old_corpus_spanish-33462-365	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-238395-699	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-378422-887	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-497345-703	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-472691-449	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-370834-473	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-33462-365	actitud
modern_corpus_spanish-378422-887	old_corpus_spanish-370834-473	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-256514-375	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-18093-905	actitud
modern_corpus_spanish-236756-549	modern_corpus_spanish-854498-421	actitud
modern_corpus_spanish-236756-549	modern_corpus_spanish-56183-657	actitud
modern_corpus_spanish-236756-549	modern_corpus_spanish-504951-267	actitud
modern_corpus_spanish-236756-549	modern_corpus_spanish-334692-449	actitud
modern_corpus_spanish-378422-887	old_corpus_spanish-300330-572	actitud
modern_corpus_spanish-236756-549	old_corpus_spanish-238395-699	actitud
modern_corpus_spanish-378422-887	old_corpus_spanish-121638-213	actitud
old_corpus_spanish-18093-905	old_corpus_spanish-201934-304	actitud
old_corpus_spanish-18093-905	old_corpus_spanish-395151-63	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-532602-469	old_corpus_spanish-357435-694	actitud
modern_corpus_spanish-532602-469	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-334692-449	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-532602-469	modern_corpus_spanish-704393-535	actitud
modern_corpus_spanish-532602-469	modern_corpus_spanish-672315-135	actitud
old_corpus_spanish-18093-905	old_corpus_spanish-256514-375	actitud
old_corpus_spanish-383105-569	old_corpus_spanish-469520-221	actitud
old_corpus_spanish-357435-694	old_corpus_spanish-383105-569	actitud
old_corpus_spanish-357435-694	old_corpus_spanish-395151-63	actitud
old_corpus_spanish-357435-694	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-378422-887	old_corpus_spanish-513316-301	actitud
modern_corpus_spanish-378422-887	old_corpus_spanish-469520-221	actitud
old_corpus_spanish-18093-905	old_corpus_spanish-76588-305	actitud
old_corpus_spanish-357435-694	old_corpus_spanish-370834-473	actitud
modern_corpus_spanish-378422-887	modern_corpus_spanish-672315-135	actitud
modern_corpus_spanish-378422-887	modern_corpus_spanish-668379-731	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-76588-305	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-357435-694	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-370834-473	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-383105-569	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-497345-703	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-513316-301	actitud
modern_corpus_spanish-374189-403	modern_corpus_spanish-378422-887	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-344792-969	actitud
modern_corpus_spanish-374189-403	modern_corpus_spanish-668379-731	actitud
modern_corpus_spanish-374189-403	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-374189-403	old_corpus_spanish-344792-969	actitud
old_corpus_spanish-370834-473	old_corpus_spanish-395151-63	actitud
old_corpus_spanish-370834-473	old_corpus_spanish-472691-449	actitud
old_corpus_spanish-370834-473	old_corpus_spanish-497345-703	actitud
modern_corpus_spanish-374189-403	old_corpus_spanish-357435-694	actitud
modern_corpus_spanish-374189-403	old_corpus_spanish-121638-213	actitud
old_corpus_spanish-121638-213	old_corpus_spanish-238395-699	actitud
modern_corpus_spanish-504951-267	modern_corpus_spanish-658926-651	actitud
modern_corpus_spanish-504951-267	modern_corpus_spanish-668379-731	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-513316-301	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-395151-63	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-370834-473	actitud
modern_corpus_spanish-378422-887	modern_corpus_spanish-56973-657	actitud
modern_corpus_spanish-378422-887	modern_corpus_spanish-56183-657	actitud
modern_corpus_spanish-378422-887	modern_corpus_spanish-532602-469	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-357435-694	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-33462-365	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-256514-375	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-238395-699	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-213099-525	actitud
modern_corpus_spanish-378422-887	modern_corpus_spanish-504951-267	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-201934-304	actitud
modern_corpus_spanish-504951-267	old_corpus_spanish-121638-213	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-472691-449	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-532602-469	old_corpus_spanish-201934-304	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-201934-304	actitud
old_corpus_spanish-344792-969	old_corpus_spanish-370834-473	actitud
old_corpus_spanish-344792-969	old_corpus_spanish-395151-63	actitud
old_corpus_spanish-344792-969	old_corpus_spanish-513316-301	actitud
old_corpus_spanish-395151-63	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-658926-651	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-658926-651	old_corpus_spanish-513316-301	actitud
modern_corpus_spanish-155141-1071	modern_corpus_spanish-236756-549	actitud
modern_corpus_spanish-658926-651	old_corpus_spanish-357435-694	actitud
old_corpus_spanish-201934-304	old_corpus_spanish-513316-301	actitud
old_corpus_spanish-201934-304	old_corpus_spanish-395151-63	actitud
old_corpus_spanish-201934-304	old_corpus_spanish-370834-473	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-238395-699	actitud
old_corpus_spanish-201934-304	old_corpus_spanish-300330-572	actitud
old_corpus_spanish-201934-304	old_corpus_spanish-239319-301	actitud
modern_corpus_spanish-658926-651	old_corpus_spanish-300330-572	actitud
modern_corpus_spanish-155141-1071	modern_corpus_spanish-293376-609	actitud
modern_corpus_spanish-155141-1071	modern_corpus_spanish-334692-449	actitud
modern_corpus_spanish-155141-1071	modern_corpus_spanish-504951-267	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-472691-449	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-469520-221	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-395151-63	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-383105-569	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-370834-473	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-344792-969	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-33462-365	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-256514-375	actitud
old_corpus_spanish-213099-525	old_corpus_spanish-239319-301	actitud
modern_corpus_spanish-672315-135	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-155141-1071	old_corpus_spanish-513316-301	actitud
modern_corpus_spanish-155141-1071	old_corpus_spanish-383105-569	actitud
modern_corpus_spanish-155141-1071	old_corpus_spanish-256514-375	actitud
modern_corpus_spanish-155141-1071	old_corpus_spanish-18093-905	actitud
modern_corpus_spanish-155141-1071	modern_corpus_spanish-658926-651	actitud
modern_corpus_spanish-658926-651	old_corpus_spanish-213099-525	actitud
modern_corpus_spanish-658926-651	modern_corpus_spanish-854498-421	actitud
old_corpus_spanish-201934-304	old_corpus_spanish-33462-365	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-469520-221	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-18093-905	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-76588-305	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-344792-969	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-307259-590	actitud
modern_corpus_spanish-109472-549	modern_corpus_spanish-712918-725	actitud
modern_corpus_spanish-109472-549	modern_corpus_spanish-668379-731	actitud
modern_corpus_spanish-109472-549	modern_corpus_spanish-39873-611	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-513316-301	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-395151-63	actitud
modern_corpus_spanish-658926-651	modern_corpus_spanish-668379-731	actitud
modern_corpus_spanish-109472-549	old_corpus_spanish-497345-703	actitud
modern_corpus_spanish-658926-651	modern_corpus_spanish-704393-535	actitud
modern_corpus_spanish-109472-549	modern_corpus_spanish-155141-1071	actitud
modern_corpus_spanish-854498-421	old_corpus_spanish-121638-213	actitud
modern_corpus_spanish-148649-488	modern_corpus_spanish-354705-2629	adelante
old_corpus_spanish-344157-617	old_corpus_spanish-349336-206	adelante
old_corpus_spanish-344157-617	old_corpus_spanish-399073-67	adelante
old_corpus_spanish-399073-67	old_corpus_spanish-73194-588	adelante
modern_corpus_spanish-148649-488	modern_corpus_spanish-704437-1144	adelante
old_corpus_spanish-349336-206	old_corpus_spanish-610193-224	adelante
old_corpus_spanish-362145-243	old_corpus_spanish-592587-910	adelante
modern_corpus_spanish-148649-488	old_corpus_spanish-271840-35	adelante
old_corpus_spanish-399073-67	old_corpus_spanish-641497-317	adelante
old_corpus_spanish-349336-206	old_corpus_spanish-592587-910	adelante
modern_corpus_spanish-650998-634	modern_corpus_spanish-698253-533	adelante
modern_corpus_spanish-333223-770	modern_corpus_spanish-737135-466	adelante
modern_corpus_spanish-159444-770	old_corpus_spanish-592587-910	adelante
modern_corpus_spanish-159444-770	old_corpus_spanish-588096-339	adelante
modern_corpus_spanish-159444-770	old_corpus_spanish-399073-67	adelante
modern_corpus_spanish-650998-634	modern_corpus_spanish-875965-192	adelante
modern_corpus_spanish-650998-634	old_corpus_spanish-31101-33	adelante
old_corpus_spanish-362145-243	old_corpus_spanish-583893-596	adelante
old_corpus_spanish-399073-67	old_corpus_spanish-592587-910	adelante
modern_corpus_spanish-159444-770	modern_corpus_spanish-896442-356	adelante
old_corpus_spanish-344157-617	old_corpus_spanish-83916-702	adelante
modern_corpus_spanish-159444-770	modern_corpus_spanish-893759-234	adelante
modern_corpus_spanish-159444-770	modern_corpus_spanish-248871-820	adelante
modern_corpus_spanish-669671-474	modern_corpus_spanish-809190-196	adelante
modern_corpus_spanish-669671-474	old_corpus_spanish-362145-243	adelante
modern_corpus_spanish-159444-770	modern_corpus_spanish-240227-513	adelante
modern_corpus_spanish-650998-634	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-354705-2629	modern_corpus_spanish-704437-1144	adelante
modern_corpus_spanish-354705-2629	modern_corpus_spanish-765718-1088	adelante
modern_corpus_spanish-650998-634	old_corpus_spanish-588096-339	adelante
modern_corpus_spanish-650998-634	old_corpus_spanish-583893-596	adelante
modern_corpus_spanish-650998-634	old_corpus_spanish-362145-243	adelante
old_corpus_spanish-344157-617	old_corpus_spanish-504033-91	adelante
modern_corpus_spanish-354705-2629	old_corpus_spanish-362145-243	adelante
modern_corpus_spanish-354705-2629	old_corpus_spanish-641497-317	adelante
old_corpus_spanish-362145-243	old_corpus_spanish-399073-67	adelante
modern_corpus_spanish-333223-770	old_corpus_spanish-31101-33	adelante
modern_corpus_spanish-669671-474	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-669671-474	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-333223-770	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-354705-2629	modern_corpus_spanish-650998-634	adelante
modern_corpus_spanish-354705-2629	modern_corpus_spanish-474947-570	adelante
modern_corpus_spanish-159444-770	old_corpus_spanish-344157-617	adelante
modern_corpus_spanish-159444-770	old_corpus_spanish-362145-243	adelante
modern_corpus_spanish-148649-488	modern_corpus_spanish-240227-513	adelante
modern_corpus_spanish-354705-2629	old_corpus_spanish-399073-67	adelante
old_corpus_spanish-322609-254	old_corpus_spanish-349336-206	adelante
modern_corpus_spanish-474947-570	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-67769-468	modern_corpus_spanish-765718-1088	adelante
modern_corpus_spanish-240227-513	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-240227-513	old_corpus_spanish-83916-702	adelante
old_corpus_spanish-610193-224	old_corpus_spanish-73194-588	adelante
modern_corpus_spanish-875965-192	old_corpus_spanish-672525-83	adelante
modern_corpus_spanish-248871-820	modern_corpus_spanish-333223-770	adelante
modern_corpus_spanish-248871-820	modern_corpus_spanish-893759-234	adelante
modern_corpus_spanish-248871-820	old_corpus_spanish-185426-834	adelante
modern_corpus_spanish-248871-820	old_corpus_spanish-250126-391	adelante
modern_corpus_spanish-248871-820	old_corpus_spanish-344157-617	adelante
old_corpus_spanish-592587-910	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-248871-820	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-248871-820	old_corpus_spanish-672525-83	adelante
old_corpus_spanish-588096-339	old_corpus_spanish-610193-224	adelante
old_corpus_spanish-583893-596	old_corpus_spanish-83916-702	adelante
old_corpus_spanish-583893-596	old_corpus_spanish-672525-83	adelante
old_corpus_spanish-583893-596	old_corpus_spanish-588096-339	adelante
modern_corpus_spanish-67769-468	modern_corpus_spanish-698253-533	adelante
modern_corpus_spanish-543037-192	modern_corpus_spanish-669671-474	adelante
modern_corpus_spanish-543037-192	old_corpus_spanish-271840-35	adelante
modern_corpus_spanish-543037-192	old_corpus_spanish-322609-254	adelante
modern_corpus_spanish-543037-192	old_corpus_spanish-588096-339	adelante
modern_corpus_spanish-543037-192	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-543037-192	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-809190-196	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-809190-196	old_corpus_spanish-322609-254	adelante
modern_corpus_spanish-240227-513	modern_corpus_spanish-765718-1088	adelante
modern_corpus_spanish-240227-513	modern_corpus_spanish-737135-466	adelante
modern_corpus_spanish-240227-513	modern_corpus_spanish-681931-525	adelante
modern_corpus_spanish-240227-513	modern_corpus_spanish-354705-2629	adelante
modern_corpus_spanish-474947-570	old_corpus_spanish-344157-617	adelante
modern_corpus_spanish-474947-570	old_corpus_spanish-271840-35	adelante
modern_corpus_spanish-474947-570	old_corpus_spanish-250126-391	adelante
old_corpus_spanish-73194-588	old_corpus_spanish-83916-702	adelante
old_corpus_spanish-133158-625	old_corpus_spanish-83916-702	adelante
old_corpus_spanish-133158-625	old_corpus_spanish-399073-67	adelante
old_corpus_spanish-133158-625	old_corpus_spanish-344157-617	adelante
old_corpus_spanish-672525-83	old_corpus_spanish-83916-702	adelante
modern_corpus_spanish-896442-356	old_corpus_spanish-672525-83	adelante
modern_corpus_spanish-896442-356	old_corpus_spanish-504033-91	adelante
modern_corpus_spanish-896442-356	old_corpus_spanish-487918-215	adelante
modern_corpus_spanish-896442-356	old_corpus_spanish-185426-834	adelante
modern_corpus_spanish-809190-196	old_corpus_spanish-185426-834	adelante
modern_corpus_spanish-896442-356	old_corpus_spanish-133158-625	adelante
old_corpus_spanish-641497-317	old_corpus_spanish-73194-588	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-83916-702	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-592587-910	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-583893-596	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-504033-91	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-271840-35	adelante
old_corpus_spanish-185426-834	old_corpus_spanish-344157-617	adelante
old_corpus_spanish-185426-834	old_corpus_spanish-504033-91	adelante
old_corpus_spanish-185426-834	old_corpus_spanish-672525-83	adelante
modern_corpus_spanish-893759-234	old_corpus_spanish-133158-625	adelante
modern_corpus_spanish-240227-513	modern_corpus_spanish-248871-820	adelante
old_corpus_spanish-641497-317	old_corpus_spanish-83916-702	adelante
modern_corpus_spanish-809190-196	old_corpus_spanish-133158-625	adelante
old_corpus_spanish-504033-91	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-67769-468	old_corpus_spanish-641497-317	adelante
modern_corpus_spanish-681931-525	old_corpus_spanish-133158-625	adelante
old_corpus_spanish-271840-35	old_corpus_spanish-399073-67	adelante
modern_corpus_spanish-737135-466	old_corpus_spanish-399073-67	adelante
modern_corpus_spanish-737135-466	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-704437-1144	modern_corpus_spanish-765718-1088	adelante
modern_corpus_spanish-681931-525	modern_corpus_spanish-704437-1144	adelante
modern_corpus_spanish-704437-1144	old_corpus_spanish-322609-254	adelante
modern_corpus_spanish-704437-1144	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-704437-1144	old_corpus_spanish-641497-317	adelante
old_corpus_spanish-250126-391	old_corpus_spanish-322609-254	adelante
old_corpus_spanish-271840-35	old_corpus_spanish-504033-91	adelante
old_corpus_spanish-271840-35	old_corpus_spanish-583893-596	adelante
old_corpus_spanish-271840-35	old_corpus_spanish-610193-224	adelante
old_corpus_spanish-504033-91	old_corpus_spanish-83916-702	adelante
old_corpus_spanish-271840-35	old_corpus_spanish-344157-617	adelante
old_corpus_spanish-250126-391	old_corpus_spanish-83916-702	adelante
old_corpus_spanish-487918-215	old_corpus_spanish-588096-339	adelante
modern_corpus_spanish-698253-533	old_corpus_spanish-362145-243	adelante
modern_corpus_spanish-67769-468	modern_corpus_spanish-875965-192	adelante
modern_corpus_spanish-737135-466	old_corpus_spanish-83916-702	adelante
modern_corpus_spanish-765718-1088	modern_corpus_spanish-896442-356	adelante
modern_corpus_spanish-67769-468	old_corpus_spanish-583893-596	adelante
modern_corpus_spanish-765718-1088	old_corpus_spanish-271840-35	adelante
modern_corpus_spanish-765718-1088	old_corpus_spanish-641497-317	adelante
old_corpus_spanish-271840-35	old_corpus_spanish-641497-317	adelante
old_corpus_spanish-487918-215	old_corpus_spanish-610193-224	adelante
modern_corpus_spanish-737135-466	modern_corpus_spanish-893759-234	adelante
modern_corpus_spanish-474947-570	old_corpus_spanish-362145-243	adelante
modern_corpus_spanish-311606-431	modern_corpus_spanish-80197-794	agradecer
modern_corpus_spanish-311606-431	modern_corpus_spanish-337707-281	agradecer
modern_corpus_spanish-311606-431	old_corpus_spanish-325329-260	agradecer
modern_corpus_spanish-311606-431	old_corpus_spanish-176798-247	agradecer
modern_corpus_spanish-311606-431	old_corpus_spanish-657046-290	agradecer
modern_corpus_spanish-80197-794	old_corpus_spanish-630172-363	agradecer
old_corpus_spanish-285132-26	old_corpus_spanish-619667-503	agradecer
modern_corpus_spanish-69193-515	old_corpus_spanish-662608-261	agradecer
old_corpus_spanish-285132-26	old_corpus_spanish-490940-243	agradecer
old_corpus_spanish-285132-26	old_corpus_spanish-488354-57	agradecer
old_corpus_spanish-285132-26	old_corpus_spanish-397863-306	agradecer
old_corpus_spanish-271961-232	old_corpus_spanish-657046-290	agradecer
modern_corpus_spanish-879494-236	old_corpus_spanish-657046-290	agradecer
modern_corpus_spanish-879494-236	old_corpus_spanish-491927-299	agradecer
old_corpus_spanish-285132-26	old_corpus_spanish-658205-552	agradecer
modern_corpus_spanish-69193-515	old_corpus_spanish-658205-552	agradecer
old_corpus_spanish-176798-247	old_corpus_spanish-488354-57	agradecer
old_corpus_spanish-176798-247	old_corpus_spanish-630172-363	agradecer
old_corpus_spanish-325329-260	old_corpus_spanish-488354-57	agradecer
modern_corpus_spanish-222095-324	modern_corpus_spanish-265695-351	agradecer
modern_corpus_spanish-222095-324	modern_corpus_spanish-405670-76	agradecer
modern_corpus_spanish-222095-324	modern_corpus_spanish-879494-236	agradecer
modern_corpus_spanish-222095-324	old_corpus_spanish-106148-321	agradecer
modern_corpus_spanish-222095-324	old_corpus_spanish-176798-247	agradecer
modern_corpus_spanish-222095-324	old_corpus_spanish-397863-306	agradecer
modern_corpus_spanish-222095-324	old_corpus_spanish-595759-120	agradecer
modern_corpus_spanish-222095-324	old_corpus_spanish-630172-363	agradecer
modern_corpus_spanish-222095-324	old_corpus_spanish-662608-261	agradecer
old_corpus_spanish-313824-240	old_corpus_spanish-657046-290	agradecer
old_corpus_spanish-313824-240	old_corpus_spanish-632857-205	agradecer
old_corpus_spanish-313824-240	old_corpus_spanish-619667-503	agradecer
old_corpus_spanish-106148-321	old_corpus_spanish-88032-387	agradecer
old_corpus_spanish-106148-321	old_corpus_spanish-658205-552	agradecer
old_corpus_spanish-106148-321	old_corpus_spanish-325329-260	agradecer
old_corpus_spanish-106148-321	old_corpus_spanish-285132-26	agradecer
old_corpus_spanish-106148-321	old_corpus_spanish-271961-232	agradecer
