identifier1	identifier2	lemma	mean_disagreement_cleaned	judgments
благотворительность-88-13	благотворительность-89-13	благотворительность	0.0	[4, 4, 4, 4, 4]
благотворительность-86-13	благотворительность-87-13	благотворительность	1.0	[4, 4, 4, 2, 3]
благотворительность-84-13	благотворительность-85-13	благотворительность	0.4	[4, 4, 4, 3, 4]
благотворительность-60-13	благотворительность-61-13	благотворительность	1.0	[3, 2, 4, 4, 4]
благотворительность-82-13	благотворительность-83-13	благотворительность	0.0	[4, 4, 4, 4, 4]
благотворительность-8-13	благотворительность-9-13	благотворительность	0.8	[4, 4, 2, 4, 4]
благотворительность-78-13	благотворительность-79-13	благотворительность	1.8	[4, 1, 4, 4, 1]
благотворительность-76-13	благотворительность-77-13	благотворительность	0.4	[4, 4, 4, 3, 4]
благотворительность-74-13	благотворительность-75-13	благотворительность	0.6	[4, 4, 3, 4, 3]
благотворительность-72-13	благотворительность-73-13	благотворительность	0.0	[4, 4, 4, 4, 4]
благотворительность-70-13	благотворительность-71-13	благотворительность	0.8	[4, 4, 2, 4, 4]
благотворительность-68-13	благотворительность-69-13	благотворительность	1.0	[4, 4, 3, 2, 4]
благотворительность-66-13	благотворительность-67-13	благотворительность	0.4	[3, 4, 4, 4, 4]
благотворительность-64-13	благотворительность-65-13	благотворительность	1.4	[4, 4, 3, 3, 1]
благотворительность-80-13	благотворительность-81-13	благотворительность	0.0	[4, 4, 4, 4, 4]
благотворительность-2-13	благотворительность-3-13	благотворительность	1.6	[1, 4, 3, 3, 1]
благотворительность-92-13	благотворительность-93-13	благотворительность	1.2	[4, 2, 2, 4, 4]
благотворительность-0-13	благотворительность-1-13	благотворительность	0.6	[4, 3, 3, 3, 4]
благотворительность-12-13	благотворительность-13-13	благотворительность	0.4	[3, 4, 4, 4, 4]
благотворительность-18-13	благотворительность-19-13	благотворительность	0.0	[4, 4, 4, 4, 4]
благотворительность-10-13	благотворительность-11-13	благотворительность	0.6	[3, 3, 4, 4, 4]
благотворительность-100-13	благотворительность-101-13	благотворительность	0.4	[4, 4, 4, 4, 3]
благотворительность-104-13	благотворительность-105-13	благотворительность	1.0	[2, 4, 4, 4, 3]
благотворительность-102-13	благотворительность-103-13	благотворительность	0.6	[3, 4, 4, 4, 3]
благотворительность-108-13	благотворительность-109-13	благотворительность	1.0	[2, 3, 4, 4, 4]
благотворительность-110-13	благотворительность-111-13	благотворительность	0.8	[2, 4, 4, 4, 4]
благотворительность-112-13	благотворительность-113-13	благотворительность	1.0	[4, 2, 3, 4, 3]
благотворительность-114-13	благотворительность-115-13	благотворительность	1.2	[2, 4, 4, 4, 2]
благотворительность-116-13	благотворительность-117-13	благотворительность	0.0	[4, 4, 4, 4, 4]
благотворительность-106-13	благотворительность-107-13	благотворительность	0.4	[4, 3, 4, 4, 4]
благотворительность-118-13	благотворительность-119-13	благотворительность	0.0	[4, 4, 4, 4, 4]
1700-1916_блин_960-14	1918-1990_блин_961-14	блин	0.0	[4, 4, 4]
1700-1916_блин_962-14	1918-1990_блин_963-14	блин	0.0	[4, 4]
1700-1916_блин_960-16	1992-2016_блин_961-16	блин	0.6666666666666666	[3, 4, 4]
1918-1990_блин_918-15	1992-2016_блин_919-15	блин	0.0	[1, 1, 1]
1700-1916_блин_958-14	1918-1990_блин_959-14	блин	0.6666666666666666	[4, 4, 3]
1700-1916_блин_956-16	1992-2016_блин_957-16	блин	0.0	[1, 1, 1]
1700-1916_блин_956-14	1918-1990_блин_957-14	блин	0.0	[1, 1, 1]
1700-1916_блин_962-16	1992-2016_блин_963-16	блин	0.0	[1, 1, 1]
1700-1916_блин_958-16	1992-2016_блин_945-15	блин	0.0	[1, 1, 1]
1700-1916_блин_964-14	1918-1990_блин_965-14	блин	1.3333333333333333	[4, 4, 2]
1700-1916_блин_970-14	1918-1990_блин_971-14	блин	0.0	[1, 1, 1]
1700-1916_блин_966-14	1918-1990_блин_967-14	блин	2.0	[4, 1, 4]
1700-1916_блин_966-16	1992-2016_блин_967-16	блин	0.0	[4, 4, 4]
1700-1916_блин_968-14	1918-1990_блин_969-14	блин	0.0	[4, 4, 4]
1700-1916_блин_968-16	1992-2016_блин_969-16	блин	0.0	[1, 1, 1]
1700-1916_блин_954-16	1992-2016_блин_955-16	блин	0.6666666666666666	[4, 4, 3]
1700-1916_блин_970-16	1992-2016_блин_971-16	блин	0.0	[4, 4, 4]
1700-1916_блин_972-14	1918-1990_блин_973-14	блин	0.0	[4, 4, 4]
1700-1916_блин_972-16	1992-2016_блин_973-16	блин	0.0	[4, 4, 4]
1700-1916_блин_964-16	1992-2016_блин_965-16	блин	0.0	[1, 1, 1]
1700-1916_блин_954-14	1918-1990_блин_955-14	блин	0.0	[4, 4, 4]
1700-1916_блин_944-14	1918-1990_блин_945-14	блин	0.0	[4, 4, 4]
1700-1916_блин_950-14	1918-1990_блин_951-14	блин	0.6666666666666666	[3, 4, 4]
1918-1990_блин_976-15	1992-2016_блин_977-15	блин	0.0	[4, 4, 4]
1700-1916_блин_932-16	1992-2016_блин_933-16	блин	0.0	[1, 1, 1]
1700-1916_блин_934-14	1918-1990_блин_935-14	блин	2.0	[4, 4, 1]
1700-1916_блин_934-16	1918-1990_блин_953-14	блин	0.6666666666666666	[3, 4, 4]
1700-1916_блин_934-16	1992-2016_блин_935-16	блин	0.0	[1, 1, 1]
1700-1916_блин_936-14	1918-1990_блин_937-14	блин	0.0	[4, 4, 4]
1700-1916_блин_936-16	1992-2016_блин_937-16	блин	1.3333333333333333	[1, 1, 3]
1700-1916_блин_938-14	1918-1990_блин_939-14	блин	1.3333333333333333	[3, 1, 3]
1700-1916_блин_938-16	1992-2016_блин_939-16	блин	0.0	[4, 4, 4]
1700-1916_блин_940-14	1918-1990_блин_941-14	блин	1.3333333333333333	[1, 3, 1]
1700-1916_блин_940-16	1992-2016_блин_941-16	блин	0.6666666666666666	[4, 3, 4]
1700-1916_блин_942-14	1918-1990_блин_943-14	блин	0.6666666666666666	[1, 1, 2]
1700-1916_блин_942-16	1992-2016_блин_943-16	блин	0.0	[1, 1, 1]
1700-1916_блин_974-14	1918-1990_блин_975-14	блин	0.0	[4, 4, 4]
1700-1916_блин_944-16	1992-2016_блин_945-16	блин	0.0	[4, 4, 4]
1700-1916_блин_946-14	1918-1990_блин_947-14	блин	0.0	[4, 4, 4]
1700-1916_блин_946-16	1992-2016_блин_947-16	блин	0.0	[4, 4, 4]
1700-1916_блин_948-14	1918-1990_блин_949-14	блин	0.0	[1, 1, 1]
1700-1916_блин_948-16	1992-2016_блин_949-16	блин	0.0	[4, 4, 4]
1700-1916_блин_950-16	1992-2016_блин_951-16	блин	0.0	[4, 4, 4]
1700-1916_блин_976-16	1992-2016_блин_977-16	блин	0.0	[1, 1, 1]
1700-1916_блин_974-16	1992-2016_блин_975-16	блин	0.0	[1, 1, 1]
1918-1990_блин_972-15	1992-2016_блин_973-15	блин	0.6666666666666666	[4, 4, 3]
1918-1990_блин_924-15	1992-2016_блин_925-15	блин	0.0	[1, 1, 1]
1918-1990_блин_922-15	1992-2016_блин_923-15	блин	0.0	[1, 1, 1]
1918-1990_блин_920-15	1992-2016_блин_921-15	блин	0.0	[1, 1, 1]
1700-1916_блин_932-14	1918-1990_блин_933-14	блин	0.0	[4, 4, 4]
1700-1916_блин_930-16	1992-2016_блин_931-16	блин	0.0	[4, 4, 4]
1918-1990_блин_974-15	1992-2016_блин_975-15	блин	0.0	[1, 1, 1]
1700-1916_блин_928-16	1992-2016_блин_929-16	блин	0.6666666666666666	[1, 2, 1]
1700-1916_блин_928-14	1918-1990_блин_929-14	блин	0.0	[4, 4, 4]
1700-1916_блин_926-16	1992-2016_блин_927-16	блин	0.0	[4, 4, 4]
1918-1990_блин_926-15	1992-2016_блин_927-15	блин	0.0	[4, 4, 4]
1700-1916_блин_926-14	1918-1990_блин_927-14	блин	0.0	[4, 4, 4]
1700-1916_блин_924-14	1918-1990_блин_925-14	блин	2.0	[1, 4, 4]
1700-1916_блин_922-16	1992-2016_блин_923-16	блин	0.0	[1, 1, 1]
1700-1916_блин_922-14	1918-1990_блин_923-14	блин	0.0	[4, 4, 4]
1700-1916_блин_920-16	1992-2016_блин_921-16	блин	0.0	[2, 2, 2]
1700-1916_блин_920-14	1918-1990_блин_921-14	блин	0.0	[4, 4, 4]
1700-1916_блин_918-16	1992-2016_блин_919-16	блин	2.0	[4, 1, 4]
1700-1916_блин_918-14	1992-2016_блин_953-16	блин	0.0	[4, 4, 4]
1700-1916_блин_918-14	1918-1990_блин_919-14	блин	0.0	[1, 1, 1]
1700-1916_блин_916-14	1918-1990_блин_917-14	блин	0.0	[4, 4, 4]
1700-1916_блин_924-16	1992-2016_блин_925-16	блин	1.3333333333333333	[4, 2, 4]
1918-1990_блин_928-15	1992-2016_блин_929-15	блин	0.0	[1, 1, 1]
1700-1916_блин_930-14	1918-1990_блин_931-14	блин	0.0	[4, 4, 4]
1918-1990_блин_932-15	1992-2016_блин_933-15	блин	2.0	[4, 4, 1]
1918-1990_блин_970-15	1992-2016_блин_971-15	блин	0.0	[1, 1, 1]
1918-1990_блин_930-15	1992-2016_блин_931-15	блин	0.0	[1, 1, 1]
1918-1990_блин_966-15	1992-2016_блин_967-15	блин	0.0	[4, 4, 4]
1918-1990_блин_964-15	1992-2016_блин_965-15	блин	0.0	[1, 1, 1]
1918-1990_блин_962-15	1992-2016_блин_963-15	блин	0.0	[1, 1, 1]
1918-1990_блин_960-15	1992-2016_блин_961-15	блин	0.0	[1, 1, 1]
1918-1990_блин_958-15	1992-2016_блин_963-16	блин	0.0	[1, 1, 1]
1918-1990_блин_956-15	1992-2016_блин_957-15	блин	2.0	[4, 1, 1]
1918-1990_блин_954-15	1992-2016_блин_955-15	блин	0.6666666666666666	[1, 2, 1]
1918-1990_блин_952-15	1992-2016_блин_953-15	блин	0.0	[1, 1, 1]
1918-1990_блин_968-15	1992-2016_блин_969-15	блин	0.0	[1, 1, 1]
