identifier1	identifier2	lemma	median_cleaned	judgments
благотворительность-40-13	благотворительность-41-13	благотворительность	4.0	[4, 3, 4, 4, 3]
благотворительность-4-13	благотворительность-5-13	благотворительность	4.0	[4, 4, 3, 4, 4]
благотворительность-38-13	благотворительность-39-13	благотворительность	4.0	[4, 4, 4, 4, 3]
благотворительность-32-13	благотворительность-33-13	благотворительность	4.0	[4, 4, 4, 4, 4]
благотворительность-22-13	благотворительность-23-13	благотворительность	4.0	[4, 4, 4, 3, 4]
благотворительность-20-13	благотворительность-21-13	благотворительность	4.0	[4, 4, 4, 4, 4]
благотворительность-18-13	благотворительность-19-13	благотворительность	4.0	[4, 4, 4, 4, 4]
благотворительность-16-13	благотворительность-17-13	благотворительность	4.0	[4, 4, 4, 4, 4]
благотворительность-14-13	благотворительность-15-13	благотворительность	3.0	[4, 3, 4, 3, 3]
благотворительность-118-13	благотворительность-119-13	благотворительность	4.0	[4, 4, 4, 4, 4]
благотворительность-102-13	благотворительность-103-13	благотворительность	4.0	[3, 4, 4, 4, 3]
благотворительность-72-13	благотворительность-73-13	благотворительность	4.0	[4, 4, 4, 4, 4]
благотворительность-10-13	благотворительность-11-13	благотворительность	4.0	[3, 3, 4, 4, 4]
благотворительность-100-13	благотворительность-101-13	благотворительность	4.0	[4, 4, 4, 4, 3]
благотворительность-0-13	благотворительность-1-13	благотворительность	3.0	[4, 3, 3, 3, 4]
1918-1990_блин_924-15	1992-2016_блин_925-15	блин	1.0	[1, 1, 1]
1918-1990_блин_922-15	1992-2016_блин_923-15	блин	1.0	[1, 1, 1]
1918-1990_блин_920-15	1992-2016_блин_921-15	блин	1.0	[1, 1, 1]
1918-1990_блин_918-15	1992-2016_блин_919-15	блин	1.0	[1, 1, 1]
1700-1916_блин_916-14	1918-1990_блин_917-14	блин	4.0	[4, 4, 4]
1700-1916_блин_918-14	1918-1990_блин_919-14	блин	1.0	[1, 1, 1]
1700-1916_блин_918-14	1992-2016_блин_953-16	блин	4.0	[4, 4, 4]
1918-1990_блин_926-15	1992-2016_блин_927-15	блин	4.0	[4, 4, 4]
1918-1990_блин_972-15	1992-2016_блин_973-15	блин	4.0	[4, 4, 3]
1700-1916_блин_922-14	1918-1990_блин_923-14	блин	4.0	[4, 4, 4]
1700-1916_блин_922-16	1992-2016_блин_923-16	блин	1.0	[1, 1, 1]
1700-1916_блин_926-14	1918-1990_блин_927-14	блин	4.0	[4, 4, 4]
1700-1916_блин_926-16	1992-2016_блин_927-16	блин	4.0	[4, 4, 4]
1700-1916_блин_928-14	1918-1990_блин_929-14	блин	4.0	[4, 4, 4]
1700-1916_блин_928-16	1992-2016_блин_929-16	блин	1.0	[1, 2, 1]
1700-1916_блин_930-14	1918-1990_блин_931-14	блин	4.0	[4, 4, 4]
1700-1916_блин_920-16	1992-2016_блин_921-16	блин	2.0	[2, 2, 2]
1700-1916_блин_920-14	1918-1990_блин_921-14	блин	4.0	[4, 4, 4]
1918-1990_блин_928-15	1992-2016_блин_929-15	блин	1.0	[1, 1, 1]
1918-1990_блин_934-15	1992-2016_блин_935-15	блин	1.0	[1, 1, 1]
1918-1990_блин_970-15	1992-2016_блин_971-15	блин	1.0	[1, 1, 1]
1918-1990_блин_968-15	1992-2016_блин_969-15	блин	1.0	[1, 1, 1]
1918-1990_блин_966-15	1992-2016_блин_967-15	блин	4.0	[4, 4, 4]
1918-1990_блин_964-15	1992-2016_блин_965-15	блин	1.0	[1, 1, 1]
1918-1990_блин_962-15	1992-2016_блин_963-15	блин	1.0	[1, 1, 1]
1918-1990_блин_960-15	1992-2016_блин_961-15	блин	1.0	[1, 1, 1]
1918-1990_блин_958-15	1992-2016_блин_963-16	блин	1.0	[1, 1, 1]
1700-1916_блин_930-16	1992-2016_блин_931-16	блин	4.0	[4, 4, 4]
1918-1990_блин_954-15	1992-2016_блин_955-15	блин	1.0	[1, 2, 1]
1918-1990_блин_950-15	1992-2016_блин_951-15	блин	1.0	[1, 1, 1]
1918-1990_блин_948-15	1992-2016_блин_949-15	блин	1.0	[1, 1, 1]
1918-1990_блин_946-15	1992-2016_блин_947-15	блин	1.0	[1, 1, 1]
1918-1990_блин_944-15	1992-2016_блин_945-15	блин	1.0	[1, 1, 1]
1918-1990_блин_942-15	1992-2016_блин_943-15	блин	1.0	[1, 1, 1]
1918-1990_блин_940-15	1992-2016_блин_941-15	блин	1.0	[1, 1]
1918-1990_блин_938-15	1992-2016_блин_939-15	блин	4.0	[4, 4, 4]
1918-1990_блин_952-15	1992-2016_блин_953-15	блин	1.0	[1, 1, 1]
1918-1990_блин_930-15	1992-2016_блин_931-15	блин	1.0	[1, 1, 1]
1700-1916_блин_932-14	1918-1990_блин_933-14	блин	4.0	[4, 4, 4]
1700-1916_блин_934-16	1918-1990_блин_953-14	блин	4.0	[3, 4, 4]
1700-1916_блин_956-16	1992-2016_блин_957-16	блин	1.0	[1, 1, 1]
1700-1916_блин_956-14	1918-1990_блин_957-14	блин	1.0	[1, 1, 1]
1700-1916_блин_954-16	1992-2016_блин_955-16	блин	4.0	[4, 4, 3]
1700-1916_блин_954-14	1918-1990_блин_955-14	блин	4.0	[4, 4, 4]
1700-1916_блин_950-16	1992-2016_блин_951-16	блин	4.0	[4, 4, 4]
1700-1916_блин_950-14	1918-1990_блин_951-14	блин	4.0	[3, 4, 4]
1700-1916_блин_948-16	1992-2016_блин_949-16	блин	4.0	[4, 4, 4]
1700-1916_блин_958-14	1918-1990_блин_959-14	блин	4.0	[4, 4, 3]
1700-1916_блин_948-14	1918-1990_блин_949-14	блин	1.0	[1, 1, 1]
1700-1916_блин_946-14	1918-1990_блин_947-14	блин	4.0	[4, 4, 4]
1700-1916_блин_944-16	1992-2016_блин_945-16	блин	4.0	[4, 4, 4]
1700-1916_блин_944-14	1918-1990_блин_945-14	блин	4.0	[4, 4, 4]
1700-1916_блин_942-16	1992-2016_блин_943-16	блин	1.0	[1, 1, 1]
1700-1916_блин_942-14	1918-1990_блин_943-14	блин	1.0	[1, 1, 2]
1700-1916_блин_940-16	1992-2016_блин_941-16	блин	4.0	[4, 3, 4]
1918-1990_блин_974-15	1992-2016_блин_975-15	блин	1.0	[1, 1, 1]
1700-1916_блин_946-16	1992-2016_блин_947-16	блин	4.0	[4, 4, 4]
1700-1916_блин_932-16	1992-2016_блин_933-16	блин	1.0	[1, 1, 1]
1700-1916_блин_938-16	1992-2016_блин_939-16	блин	4.0	[4, 4, 4]
1700-1916_блин_960-14	1918-1990_блин_961-14	блин	4.0	[4, 4, 4]
1700-1916_блин_934-16	1992-2016_блин_935-16	блин	1.0	[1, 1, 1]
1700-1916_блин_936-14	1918-1990_блин_937-14	блин	4.0	[4, 4, 4]
1700-1916_блин_976-16	1992-2016_блин_977-16	блин	1.0	[1, 1, 1]
1700-1916_блин_974-16	1992-2016_блин_975-16	блин	1.0	[1, 1, 1]
1700-1916_блин_974-14	1918-1990_блин_975-14	блин	4.0	[4, 4, 4]
1700-1916_блин_972-16	1992-2016_блин_973-16	блин	4.0	[4, 4, 4]
1700-1916_блин_972-14	1918-1990_блин_973-14	блин	4.0	[4, 4, 4]
1700-1916_блин_958-16	1992-2016_блин_945-15	блин	1.0	[1, 1, 1]
1700-1916_блин_970-16	1992-2016_блин_971-16	блин	4.0	[4, 4, 4]
1700-1916_блин_968-16	1992-2016_блин_969-16	блин	1.0	[1, 1, 1]
1700-1916_блин_968-14	1918-1990_блин_969-14	блин	4.0	[4, 4, 4]
1700-1916_блин_966-16	1992-2016_блин_967-16	блин	4.0	[4, 4, 4]
1700-1916_блин_964-16	1992-2016_блин_965-16	блин	1.0	[1, 1, 1]
1700-1916_блин_962-16	1992-2016_блин_963-16	блин	1.0	[1, 1, 1]
1700-1916_блин_962-14	1918-1990_блин_963-14	блин	4.0	[4, 4]
1700-1916_блин_960-16	1992-2016_блин_961-16	блин	4.0	[3, 4, 4]
1700-1916_блин_970-14	1918-1990_блин_971-14	блин	1.0	[1, 1, 1]
1918-1990_блин_976-15	1992-2016_блин_977-15	блин	4.0	[4, 4, 4]
1700-1916_блондин_990-16	1992-2016_блондин_991-16	блондин	4.0	[3, 4, 4]
1918-1990_блондин_1002-15	1992-2016_блондин_1003-15	блондин	4.0	[3, 4, 4]
1700-1916_блондин_1030-14	1918-1990_блондин_1031-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1028-16	1992-2016_блондин_1029-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1028-14	1918-1990_блондин_1029-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1026-16	1992-2016_блондин_1027-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1026-14	1918-1990_блондин_1027-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1024-16	1992-2016_блондин_1025-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1022-16	1992-2016_блондин_1023-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1022-16	1918-1990_блондин_1032-15	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1022-14	1918-1990_блондин_1023-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1020-16	1992-2016_блондин_1021-16	блондин	3.0	[3, 4, 3]
1700-1916_блондин_1020-14	1918-1990_блондин_1021-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1030-16	1992-2016_блондин_1031-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1018-16	1992-2016_блондин_1019-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1016-14	1918-1990_блондин_990-15	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1014-16	1992-2016_блондин_1015-16	блондин	4.0	[4, 4, 3]
1700-1916_блондин_1014-14	1918-1990_блондин_1015-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1012-16	1992-2016_блондин_1013-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1012-14	1918-1990_блондин_1013-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1010-16	1992-2016_блондин_1011-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1010-14	1918-1990_блондин_1011-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1008-16	1992-2016_блондин_1009-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1008-14	1918-1990_блондин_1009-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1006-16	1992-2016_блондин_1007-16	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1000-15	1992-2016_блондин_1001-15	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1016-16	1992-2016_блондин_1025-15	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1004-16	1992-2016_блондин_1005-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1032-14	1918-1990_блондин_1033-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1034-14	1918-1990_блондин_1035-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_992-14	1918-1990_блондин_993-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_992-16	1992-2016_блондин_993-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_994-14	1918-1990_блондин_995-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_994-16	1918-1990_блондин_1019-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_994-16	1992-2016_блондин_995-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_996-14	1918-1990_блондин_997-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_996-16	1992-2016_блондин_997-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_998-14	1918-1990_блондин_999-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_998-16	1992-2016_блондин_999-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_988-16	1992-2016_блондин_989-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_988-14	1918-1990_блондин_989-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1032-16	1992-2016_блондин_1033-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_986-16	1992-2016_блондин_987-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_984-16	1992-2016_блондин_985-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_984-14	1918-1990_блондин_985-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_982-16	1992-2016_блондин_983-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_982-14	1918-1990_блондин_1026-15	блондин	4.0	[4, 4, 4]
1700-1916_блондин_980-16	1992-2016_блондин_981-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_980-14	1918-1990_блондин_981-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_978-16	1992-2016_блондин_979-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_978-14	1918-1990_блондин_979-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_976-14	1918-1990_блондин_977-14	блондин	4.0	[4, 3, 4]
1700-1916_блондин_1036-16	1992-2016_блондин_1037-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1034-16	1992-2016_блондин_1035-16	блондин	4.0	[4, 4, 4]
1700-1916_блондин_986-14	1918-1990_блондин_987-14	блондин	4.0	[3, 4, 4]
1700-1916_блондин_1004-14	1918-1990_блондин_1005-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1006-14	1918-1990_блондин_1007-14	блондин	4.0	[4, 3, 4]
1700-1916_блондин_1002-14	1918-1990_блондин_1003-14	блондин	4.0	[4, 4, 4]
1700-1916_блондин_1002-16	1992-2016_блондин_1003-16	блондин	4.0	[4, 4, 4]
1918-1990_блондин_990-15	1992-2016_блондин_991-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_988-15	1992-2016_блондин_989-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_984-15	1992-2016_блондин_985-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_982-15	1992-2016_блондин_983-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_981-14	1992-2016_блондин_1037-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_980-15	1992-2016_блондин_981-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_978-15	1992-2016_блондин_979-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1034-15	1992-2016_блондин_1035-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1032-15	1992-2016_блондин_1033-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1030-15	1992-2016_блондин_1031-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_994-15	1992-2016_блондин_995-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1028-15	1992-2016_блондин_1029-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1023-14	1992-2016_блондин_987-15	блондин	4.0	[4, 3, 4]
1918-1990_блондин_1022-15	1992-2016_блондин_995-16	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1020-15	1992-2016_блондин_1021-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1018-15	1992-2016_блондин_1019-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1016-15	1992-2016_блондин_1017-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1014-15	1992-2016_блондин_1015-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1012-15	1992-2016_блондин_1013-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1010-15	1992-2016_блондин_1011-15	блондин	4.0	[4, 3, 4]
1918-1990_блондин_1008-15	1992-2016_блондин_1009-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1006-15	1992-2016_блондин_1007-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1004-15	1992-2016_блондин_1005-15	блондин	4.0	[4, 4, 4]
1918-1990_блондин_1026-15	1992-2016_блондин_1027-15	блондин	4.0	[4, 4, 4]
