identifier1	identifier2	lemma	median_cleaned	judgments
modern_corpus_spanish-378422-887	old_corpus_spanish-513316-301	actitud	1.0	[1, 1]
modern_corpus_spanish-378422-887	old_corpus_spanish-121638-213	actitud	1.0	[1, 1]
modern_corpus_spanish-378422-887	modern_corpus_spanish-672315-135	actitud	3.0	[3, 3]
modern_corpus_spanish-378422-887	modern_corpus_spanish-56973-657	actitud	4.0	[4, 4]
modern_corpus_spanish-378422-887	modern_corpus_spanish-56183-657	actitud	3.0	[3, 4, 3]
modern_corpus_spanish-378422-887	modern_corpus_spanish-532602-469	actitud	4.0	[4, 4]
modern_corpus_spanish-378422-887	modern_corpus_spanish-504951-267	actitud	3.0	[3, 3]
modern_corpus_spanish-374189-403	old_corpus_spanish-357435-694	actitud	3.0	[2, 3, 3]
modern_corpus_spanish-374189-403	modern_corpus_spanish-378422-887	actitud	4.0	[4, 4]
modern_corpus_spanish-334692-449	old_corpus_spanish-370834-473	actitud	4.0	[4, 4]
modern_corpus_spanish-56183-657	old_corpus_spanish-18093-905	actitud	2.0	[2, 2]
old_corpus_spanish-370834-473	old_corpus_spanish-395151-63	actitud	3.0	[3, 3, 4]
modern_corpus_spanish-293376-609	old_corpus_spanish-395151-63	actitud	4.0	[4, 4]
modern_corpus_spanish-293376-609	modern_corpus_spanish-56973-657	actitud	4.0	[4, 4]
modern_corpus_spanish-581047-325	modern_corpus_spanish-672315-135	actitud	3.0	[3, 3]
old_corpus_spanish-344792-969	old_corpus_spanish-513316-301	actitud	4.0	[4, 4]
old_corpus_spanish-344792-969	old_corpus_spanish-395151-63	actitud	4.0	[4, 4]
modern_corpus_spanish-581047-325	modern_corpus_spanish-704393-535	actitud	4.0	[4, 4, 3]
modern_corpus_spanish-581047-325	old_corpus_spanish-213099-525	actitud	1.0	[2, 1, 1]
modern_corpus_spanish-581047-325	old_corpus_spanish-300330-572	actitud	3.0	[3, 3]
modern_corpus_spanish-581047-325	old_corpus_spanish-395151-63	actitud	3.0	[3, 4, 3]
modern_corpus_spanish-293376-609	modern_corpus_spanish-704393-535	actitud	4.0	[4, 4]
modern_corpus_spanish-236756-549	modern_corpus_spanish-504951-267	actitud	4.0	[4, 4]
modern_corpus_spanish-236756-549	modern_corpus_spanish-854498-421	actitud	2.0	[2, 2]
modern_corpus_spanish-236756-549	old_corpus_spanish-18093-905	actitud	2.0	[2, 3, 2]
old_corpus_spanish-33462-365	old_corpus_spanish-497345-703	actitud	4.0	[3, 4, 4]
old_corpus_spanish-357435-694	old_corpus_spanish-395151-63	actitud	4.0	[4, 4]
modern_corpus_spanish-109472-549	modern_corpus_spanish-39873-611	actitud	3.0	[3, 3]
old_corpus_spanish-357435-694	old_corpus_spanish-469520-221	actitud	4.0	[4, 4]
modern_corpus_spanish-236756-549	modern_corpus_spanish-56183-657	actitud	4.0	[4, 4, 4]
modern_corpus_spanish-56973-657	old_corpus_spanish-121638-213	actitud	1.0	[1, 1]
old_corpus_spanish-185426-834	old_corpus_spanish-344157-617	adelante	3.0	[3, 3]
modern_corpus_spanish-354705-2629	modern_corpus_spanish-474947-570	adelante	4.0	[4, 4]
modern_corpus_spanish-474947-570	old_corpus_spanish-250126-391	adelante	4.0	[4, 4, 4]
modern_corpus_spanish-474947-570	old_corpus_spanish-271840-35	adelante	2.0	[2, 2]
modern_corpus_spanish-354705-2629	modern_corpus_spanish-765718-1088	adelante	2.0	[2, 2]
modern_corpus_spanish-669671-474	old_corpus_spanish-641497-317	adelante	2.0	[2, 2]
modern_corpus_spanish-650998-634	old_corpus_spanish-31101-33	adelante	1.0	[1, 1]
modern_corpus_spanish-148649-488	modern_corpus_spanish-704437-1144	adelante	4.0	[4, 4]
modern_corpus_spanish-67769-468	modern_corpus_spanish-765718-1088	adelante	3.0	[3, 3]
modern_corpus_spanish-681931-525	modern_corpus_spanish-704437-1144	adelante	1.0	[1, 1]
modern_corpus_spanish-681931-525	old_corpus_spanish-133158-625	adelante	3.0	[3, 3]
modern_corpus_spanish-698253-533	old_corpus_spanish-362145-243	adelante	1.0	[1, 1]
modern_corpus_spanish-148649-488	modern_corpus_spanish-240227-513	adelante	3.0	[3, 3]
modern_corpus_spanish-650998-634	old_corpus_spanish-641497-317	adelante	1.0	[1, 1]
modern_corpus_spanish-704437-1144	old_corpus_spanish-322609-254	adelante	3.0	[3, 3]
modern_corpus_spanish-650998-634	old_corpus_spanish-588096-339	adelante	3.0	[3, 2, 3]
modern_corpus_spanish-650998-634	old_corpus_spanish-583893-596	adelante	3.0	[3, 4, 3]
modern_corpus_spanish-333223-770	old_corpus_spanish-641497-317	adelante	1.0	[1, 1]
modern_corpus_spanish-159444-770	modern_corpus_spanish-240227-513	adelante	3.0	[3, 3]
modern_corpus_spanish-159444-770	modern_corpus_spanish-248871-820	adelante	2.0	[2, 2]
modern_corpus_spanish-159444-770	modern_corpus_spanish-896442-356	adelante	4.0	[4, 4]
modern_corpus_spanish-765718-1088	modern_corpus_spanish-896442-356	adelante	1.0	[1, 1]
modern_corpus_spanish-765718-1088	old_corpus_spanish-271840-35	adelante	3.0	[3, 3]
modern_corpus_spanish-543037-192	old_corpus_spanish-588096-339	adelante	1.0	[1, 1]
modern_corpus_spanish-893759-234	old_corpus_spanish-592587-910	adelante	3.0	[3, 3]
modern_corpus_spanish-543037-192	old_corpus_spanish-322609-254	adelante	1.0	[1, 1]
modern_corpus_spanish-650998-634	modern_corpus_spanish-698253-533	adelante	4.0	[4, 4]
old_corpus_spanish-185426-834	old_corpus_spanish-504033-91	adelante	4.0	[3, 4, 4, 4]
modern_corpus_spanish-354705-2629	old_corpus_spanish-399073-67	adelante	2.0	[2, 2]
modern_corpus_spanish-240227-513	old_corpus_spanish-83916-702	adelante	3.0	[3, 3]
modern_corpus_spanish-240227-513	modern_corpus_spanish-737135-466	adelante	4.0	[4, 4]
old_corpus_spanish-73194-588	old_corpus_spanish-83916-702	adelante	2.0	[2, 2]
old_corpus_spanish-362145-243	old_corpus_spanish-399073-67	adelante	3.0	[3, 3]
old_corpus_spanish-592587-910	old_corpus_spanish-610193-224	adelante	1.0	[1, 1]
old_corpus_spanish-344157-617	old_corpus_spanish-83916-702	adelante	4.0	[4, 4]
old_corpus_spanish-362145-243	old_corpus_spanish-583893-596	adelante	3.0	[3, 3]
modern_corpus_spanish-248871-820	modern_corpus_spanish-893759-234	adelante	4.0	[4, 4]
modern_corpus_spanish-265695-351	old_corpus_spanish-176798-247	agradecer	4.0	[4, 4]
modern_corpus_spanish-265695-351	modern_corpus_spanish-381722-342	agradecer	4.0	[3, 4, 4]
modern_corpus_spanish-134011-300	modern_corpus_spanish-247735-612	agradecer	4.0	[4, 4]
modern_corpus_spanish-379088-310	old_corpus_spanish-285132-26	agradecer	4.0	[3, 4, 4]
modern_corpus_spanish-379088-310	modern_corpus_spanish-879494-236	agradecer	4.0	[4, 4]
modern_corpus_spanish-155297-1092	modern_corpus_spanish-82191-828	agradecer	4.0	[4, 4]
modern_corpus_spanish-155297-1092	modern_corpus_spanish-427865-261	agradecer	4.0	[4, 4]
modern_corpus_spanish-69193-515	old_corpus_spanish-516364-461	agradecer	4.0	[3, 4, 4]
modern_corpus_spanish-155297-1092	modern_corpus_spanish-249655-541	agradecer	4.0	[4, 4]
modern_corpus_spanish-134781-395	old_corpus_spanish-285132-26	agradecer	4.0	[4, 4]
modern_corpus_spanish-80197-794	old_corpus_spanish-176798-247	agradecer	3.0	[3, 3, 3]
modern_corpus_spanish-265695-351	modern_corpus_spanish-405670-76	agradecer	4.0	[4, 4]
modern_corpus_spanish-69193-515	old_corpus_spanish-595759-120	agradecer	3.0	[3, 3]
modern_corpus_spanish-134781-395	modern_corpus_spanish-80197-794	agradecer	4.0	[4, 4]
modern_corpus_spanish-155297-1092	modern_corpus_spanish-222095-324	agradecer	4.0	[4, 4, 3]
old_corpus_spanish-516364-461	old_corpus_spanish-88032-387	agradecer	3.0	[3, 3]
modern_corpus_spanish-82191-828	old_corpus_spanish-313824-240	agradecer	4.0	[4, 4]
modern_corpus_spanish-82191-828	old_corpus_spanish-490940-243	agradecer	4.0	[4, 4]
modern_corpus_spanish-265695-351	modern_corpus_spanish-41600-599	agradecer	4.0	[4, 4]
modern_corpus_spanish-80197-794	old_corpus_spanish-630172-363	agradecer	3.0	[3, 3]
modern_corpus_spanish-134011-300	modern_corpus_spanish-249655-541	agradecer	4.0	[4, 4]
modern_corpus_spanish-379088-310	old_corpus_spanish-313824-240	agradecer	3.0	[3, 3]
modern_corpus_spanish-247735-612	modern_corpus_spanish-69193-515	agradecer	4.0	[4, 4]
modern_corpus_spanish-265695-351	old_corpus_spanish-657046-290	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-265695-351	old_corpus_spanish-397863-306	agradecer	4.0	[4, 4]
old_corpus_spanish-397863-306	old_corpus_spanish-595759-120	agradecer	4.0	[4, 4]
modern_corpus_spanish-247735-612	modern_corpus_spanish-405670-76	agradecer	4.0	[4, 4]
modern_corpus_spanish-427865-261	modern_corpus_spanish-69193-515	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-427865-261	modern_corpus_spanish-458419-720	agradecer	4.0	[4, 4]
modern_corpus_spanish-41600-599	old_corpus_spanish-490940-243	agradecer	3.0	[3, 3]
modern_corpus_spanish-41600-599	old_corpus_spanish-397863-306	agradecer	3.0	[3, 3, 3]
modern_corpus_spanish-69193-515	old_corpus_spanish-632857-205	agradecer	4.0	[3, 4, 4]
old_corpus_spanish-313824-240	old_corpus_spanish-632857-205	agradecer	4.0	[4, 4]
modern_corpus_spanish-155297-1092	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
modern_corpus_spanish-405670-76	old_corpus_spanish-325329-260	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-405670-76	old_corpus_spanish-313824-240	agradecer	3.0	[3, 4, 3]
modern_corpus_spanish-405670-76	modern_corpus_spanish-80197-794	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-337707-281	modern_corpus_spanish-41600-599	agradecer	4.0	[4, 4]
modern_corpus_spanish-155297-1092	old_corpus_spanish-207216-605	agradecer	3.0	[3, 3]
modern_corpus_spanish-337707-281	modern_corpus_spanish-879494-236	agradecer	3.0	[3, 3]
modern_corpus_spanish-381722-342	old_corpus_spanish-325329-260	agradecer	4.0	[3, 4, 4]
modern_corpus_spanish-155297-1092	old_corpus_spanish-176798-247	agradecer	4.0	[4, 4]
old_corpus_spanish-313824-240	old_corpus_spanish-657046-290	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-379088-310	old_corpus_spanish-325329-260	agradecer	3.0	[3, 3]
old_corpus_spanish-516364-461	old_corpus_spanish-658205-552	agradecer	4.0	[4, 4]
old_corpus_spanish-325329-260	old_corpus_spanish-488354-57	agradecer	4.0	[4, 4]
old_corpus_spanish-271961-232	old_corpus_spanish-490940-243	agradecer	4.0	[4, 4]
old_corpus_spanish-271961-232	old_corpus_spanish-595759-120	agradecer	4.0	[4, 4, 4]
old_corpus_spanish-397863-306	old_corpus_spanish-516364-461	agradecer	4.0	[4, 4]
modern_corpus_spanish-222095-324	modern_corpus_spanish-405670-76	agradecer	4.0	[4, 4]
modern_corpus_spanish-249655-541	old_corpus_spanish-313824-240	agradecer	4.0	[4, 4]
modern_corpus_spanish-249655-541	old_corpus_spanish-285132-26	agradecer	4.0	[4, 4]
modern_corpus_spanish-134011-300	old_corpus_spanish-397863-306	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-249655-541	modern_corpus_spanish-405670-76	agradecer	4.0	[4, 4]
old_corpus_spanish-271961-232	old_corpus_spanish-285132-26	agradecer	4.0	[4, 4]
modern_corpus_spanish-249655-541	modern_corpus_spanish-381722-342	agradecer	4.0	[4, 4]
old_corpus_spanish-491927-299	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
old_corpus_spanish-490940-243	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
old_corpus_spanish-176798-247	old_corpus_spanish-488354-57	agradecer	4.0	[3, 4, 4]
old_corpus_spanish-176798-247	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
modern_corpus_spanish-249655-541	modern_corpus_spanish-311606-431	agradecer	4.0	[4, 4]
old_corpus_spanish-207216-605	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
old_corpus_spanish-207216-605	old_corpus_spanish-285132-26	agradecer	4.0	[4, 4]
modern_corpus_spanish-134011-300	modern_corpus_spanish-155297-1092	agradecer	4.0	[4, 4]
old_corpus_spanish-491927-299	old_corpus_spanish-657046-290	agradecer	1.0	[1, 1]
modern_corpus_spanish-247735-612	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
old_corpus_spanish-285132-26	old_corpus_spanish-658205-552	agradecer	4.0	[4, 4]
modern_corpus_spanish-222095-324	modern_corpus_spanish-879494-236	agradecer	4.0	[4, 4]
old_corpus_spanish-516364-461	old_corpus_spanish-632857-205	agradecer	4.0	[4, 4]
old_corpus_spanish-516364-461	old_corpus_spanish-595759-120	agradecer	4.0	[4, 4]
modern_corpus_spanish-222095-324	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4]
modern_corpus_spanish-879494-236	old_corpus_spanish-271961-232	agradecer	4.0	[4, 4, 3]
modern_corpus_spanish-879494-236	old_corpus_spanish-488354-57	agradecer	3.0	[3, 3]
modern_corpus_spanish-124632-391	modern_corpus_spanish-337707-281	agradecer	4.0	[4, 4]
old_corpus_spanish-619667-503	old_corpus_spanish-630172-363	agradecer	3.0	[3, 3]
modern_corpus_spanish-222095-324	old_corpus_spanish-397863-306	agradecer	4.0	[4, 4]
modern_corpus_spanish-134781-395	modern_corpus_spanish-381722-342	agradecer	4.0	[4, 4]
modern_corpus_spanish-247735-612	old_corpus_spanish-516364-461	agradecer	4.0	[4, 4]
modern_corpus_spanish-311606-431	modern_corpus_spanish-80197-794	agradecer	4.0	[4, 4]
old_corpus_spanish-313824-240	old_corpus_spanish-397863-306	agradecer	4.0	[4, 4]
modern_corpus_spanish-249655-541	old_corpus_spanish-516364-461	agradecer	3.0	[3, 3]
modern_corpus_spanish-249655-541	old_corpus_spanish-630172-363	agradecer	4.0	[4, 4, 4]
modern_corpus_spanish-311606-431	modern_corpus_spanish-337707-281	agradecer	4.0	[4, 4]
old_corpus_spanish-106148-321	old_corpus_spanish-658205-552	agradecer	4.0	[4, 4, 3]
old_corpus_spanish-106148-321	old_corpus_spanish-325329-260	agradecer	3.0	[3, 3]
modern_corpus_spanish-761282-320	old_corpus_spanish-253483-427	arena	2.0	[2, 2]
modern_corpus_spanish-776374-702	old_corpus_spanish-646988-503	arena	2.0	[2, 2]
modern_corpus_spanish-879447-199	old_corpus_spanish-91125-603	arena	2.0	[2, 2]
modern_corpus_spanish-804289-283	modern_corpus_spanish-879447-199	arena	2.0	[2, 2]
old_corpus_spanish-39040-698	old_corpus_spanish-407676-347	arena	4.0	[4, 4]
modern_corpus_spanish-815133-876	old_corpus_spanish-418593-256	arena	2.0	[2, 2]
modern_corpus_spanish-555099-553	old_corpus_spanish-253483-427	arena	3.0	[3, 3]
old_corpus_spanish-646988-503	old_corpus_spanish-650410-562	arena	3.0	[3, 3]
old_corpus_spanish-646988-503	old_corpus_spanish-682448-849	arena	4.0	[4, 4]
modern_corpus_spanish-199639-187	modern_corpus_spanish-551582-433	arena	2.0	[2, 2]
modern_corpus_spanish-791622-333	old_corpus_spanish-253483-427	arena	2.0	[2, 2]
modern_corpus_spanish-551582-433	old_corpus_spanish-407676-347	arena	2.0	[2, 2]
modern_corpus_spanish-756174-748	modern_corpus_spanish-815133-876	arena	4.0	[4, 4]
modern_corpus_spanish-708779-650	old_corpus_spanish-4009-302	arena	2.0	[2, 2]
modern_corpus_spanish-708779-650	old_corpus_spanish-36272-474	arena	2.0	[2, 2]
modern_corpus_spanish-243564-634	modern_corpus_spanish-771816-1312	arena	2.0	[2, 2]
modern_corpus_spanish-243564-634	old_corpus_spanish-36272-474	arena	4.0	[3, 4, 4]
modern_corpus_spanish-440203-553	modern_corpus_spanish-560327-534	ataque	4.0	[4, 4]
modern_corpus_spanish-308380-209	modern_corpus_spanish-701549-317	ataque	4.0	[4, 4]
old_corpus_spanish-239912-418	old_corpus_spanish-306458-444	ataque	4.0	[4, 4]
modern_corpus_spanish-440203-553	old_corpus_spanish-228755-392	ataque	4.0	[4, 4]
modern_corpus_spanish-440203-553	old_corpus_spanish-284895-866	ataque	4.0	[4, 4, 4, 4]
modern_corpus_spanish-447739-815	modern_corpus_spanish-591046-492	ataque	3.0	[3, 3, 3]
modern_corpus_spanish-447739-815	old_corpus_spanish-239912-418	ataque	3.0	[3, 3]
modern_corpus_spanish-447739-815	old_corpus_spanish-306458-444	ataque	3.0	[3, 3]
old_corpus_spanish-268329-186	old_corpus_spanish-415688-273	ataque	3.0	[3, 3, 4]
modern_corpus_spanish-507986-566	modern_corpus_spanish-554557-488	ataque	4.0	[4, 4]
modern_corpus_spanish-507986-566	modern_corpus_spanish-591046-492	ataque	4.0	[4, 4]
modern_corpus_spanish-440203-553	old_corpus_spanish-222117-466	ataque	4.0	[4, 4]
modern_corpus_spanish-360353-1017	modern_corpus_spanish-507986-566	ataque	4.0	[4, 4]
modern_corpus_spanish-743442-330	old_corpus_spanish-104404-442	ataque	1.0	[1, 1]
modern_corpus_spanish-701549-317	old_corpus_spanish-222117-466	ataque	4.0	[4, 4, 3]
modern_corpus_spanish-360353-1017	modern_corpus_spanish-554557-488	ataque	4.0	[4, 4, 4]
modern_corpus_spanish-360353-1017	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4]
old_corpus_spanish-104404-442	old_corpus_spanish-646044-495	ataque	1.0	[1, 1]
old_corpus_spanish-222117-466	old_corpus_spanish-644250-264	ataque	4.0	[4, 4]
old_corpus_spanish-222117-466	old_corpus_spanish-646044-495	ataque	4.0	[4, 4]
modern_corpus_spanish-76935-574	old_corpus_spanish-644250-264	ataque	4.0	[4, 4, 4]
modern_corpus_spanish-76900-650	old_corpus_spanish-611331-207	ataque	2.0	[2, 2]
modern_corpus_spanish-701549-317	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4]
modern_corpus_spanish-76900-650	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4]
modern_corpus_spanish-748609-458	old_corpus_spanish-239912-418	ataque	4.0	[4, 4]
modern_corpus_spanish-743442-330	old_corpus_spanish-646044-495	ataque	4.0	[4, 4]
modern_corpus_spanish-743442-330	old_corpus_spanish-284895-866	ataque	4.0	[4, 4]
modern_corpus_spanish-743442-330	old_corpus_spanish-239912-418	ataque	4.0	[4, 4]
modern_corpus_spanish-743442-330	old_corpus_spanish-228755-392	ataque	3.0	[3, 3]
modern_corpus_spanish-507986-566	old_corpus_spanish-284895-866	ataque	4.0	[4, 4, 3]
modern_corpus_spanish-701549-317	old_corpus_spanish-644250-264	ataque	4.0	[4, 4]
modern_corpus_spanish-748609-458	old_corpus_spanish-306458-444	ataque	4.0	[4, 4]
modern_corpus_spanish-507986-566	old_corpus_spanish-611331-207	ataque	3.0	[3, 3]
modern_corpus_spanish-507986-566	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4]
old_corpus_spanish-30350-499	old_corpus_spanish-306458-444	ataque	1.0	[1, 1]
old_corpus_spanish-415688-273	old_corpus_spanish-678583-180	ataque	1.0	[1, 1]
modern_corpus_spanish-138845-309	modern_corpus_spanish-873536-504	ataque	1.0	[1, 1]
modern_corpus_spanish-138845-309	old_corpus_spanish-222117-466	ataque	4.0	[4, 4]
modern_corpus_spanish-138845-309	old_corpus_spanish-30350-499	ataque	1.0	[1, 1]
modern_corpus_spanish-554557-488	modern_corpus_spanish-743442-330	ataque	4.0	[4, 4]
modern_corpus_spanish-554557-488	old_corpus_spanish-436962-304	ataque	1.0	[1, 1]
modern_corpus_spanish-554557-488	old_corpus_spanish-637610-313	ataque	2.0	[3, 2, 2]
modern_corpus_spanish-507986-566	old_corpus_spanish-646044-495	ataque	4.0	[4, 4]
modern_corpus_spanish-560327-534	modern_corpus_spanish-591046-492	ataque	4.0	[4, 4]
modern_corpus_spanish-591046-492	old_corpus_spanish-644250-264	ataque	4.0	[3, 4, 4]
modern_corpus_spanish-591046-492	old_corpus_spanish-30350-499	ataque	1.0	[1, 1]
modern_corpus_spanish-591046-492	modern_corpus_spanish-76900-650	ataque	4.0	[4, 4]
modern_corpus_spanish-591046-492	modern_corpus_spanish-701549-317	ataque	4.0	[4, 4]
modern_corpus_spanish-560327-534	modern_corpus_spanish-743442-330	ataque	4.0	[4, 4]
modern_corpus_spanish-560327-534	old_corpus_spanish-222117-466	ataque	4.0	[4, 4]
modern_corpus_spanish-560327-534	old_corpus_spanish-306458-444	ataque	4.0	[4, 4]
modern_corpus_spanish-560327-534	old_corpus_spanish-644250-264	ataque	3.0	[3, 3]
old_corpus_spanish-342835-231	old_corpus_spanish-415688-273	ataque	3.0	[3, 3]
old_corpus_spanish-342835-231	old_corpus_spanish-610808-1770	ataque	3.0	[3, 3]
old_corpus_spanish-342835-231	old_corpus_spanish-611331-207	ataque	2.0	[2, 2]
modern_corpus_spanish-308380-209	modern_corpus_spanish-560327-534	ataque	4.0	[4, 4]
old_corpus_spanish-46368-494	old_corpus_spanish-610808-1770	ataque	4.0	[4, 4]
modern_corpus_spanish-631253-308	modern_corpus_spanish-647961-395	ataque	4.0	[4, 4]
modern_corpus_spanish-701549-317	modern_corpus_spanish-743442-330	ataque	4.0	[4, 4, 4]
modern_corpus_spanish-647961-395	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4]
modern_corpus_spanish-647961-395	old_corpus_spanish-611331-207	ataque	2.0	[2, 2]
modern_corpus_spanish-647961-395	old_corpus_spanish-306458-444	ataque	4.0	[4, 4, 4]
modern_corpus_spanish-518042-464	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4]
modern_corpus_spanish-518042-464	old_corpus_spanish-222117-466	ataque	4.0	[4, 4]
modern_corpus_spanish-518042-464	old_corpus_spanish-306458-444	ataque	4.0	[4, 4]
old_corpus_spanish-306458-444	old_corpus_spanish-637610-313	ataque	1.0	[1, 1]
old_corpus_spanish-30350-499	old_corpus_spanish-610808-1770	ataque	3.0	[3, 3]
modern_corpus_spanish-631253-308	old_corpus_spanish-284895-866	ataque	4.0	[4, 4]
modern_corpus_spanish-518042-464	modern_corpus_spanish-554557-488	ataque	4.0	[4, 4]
modern_corpus_spanish-631253-308	modern_corpus_spanish-76935-574	ataque	4.0	[4, 4, 4]
modern_corpus_spanish-631253-308	modern_corpus_spanish-748609-458	ataque	4.0	[4, 4, 4]
modern_corpus_spanish-518042-464	modern_corpus_spanish-701549-317	ataque	4.0	[4, 4]
modern_corpus_spanish-182554-415	old_corpus_spanish-645525-384	atrás	2.0	[2, 2]
old_corpus_spanish-119895-510	old_corpus_spanish-31203-414	atrás	4.0	[4, 4]
modern_corpus_spanish-899921-789	old_corpus_spanish-320709-441	atrás	2.0	[2, 2]
modern_corpus_spanish-899921-789	old_corpus_spanish-54051-298	atrás	3.0	[3, 3]
modern_corpus_spanish-889732-166	old_corpus_spanish-227409-785	atrás	2.0	[2, 2]
modern_corpus_spanish-567989-422	modern_corpus_spanish-757316-287	atrás	4.0	[4, 4]
